,0\O 
2568\O ,"\O Yes\Hin=येस ,\O I\Eng was\Eng given\Eng some\Eng serious\Eng warnings\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O X91QF6MJ58\Eng "\O 
2569\O ,\O Yet\Eng to\Eng achieve\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 1Xo5SnMw1d\Eng 
2570\O ,\O But\Eng can\Eng I\Eng expect\Eng the\Eng same\Eng type\Eng of\Eng film\Eng ???\O #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O XRlWsD0Tq0\Eng 
2571\O ,\O Unpredictable\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O QkSZdnDoDN\Eng 
2572,88\O percentile\Eng .\O N\Hin=न I\Eng thought\Eng it\Eng was\Eng low\Eng so\Eng wanted\Eng to\Eng give\Eng it\Eng a\Eng retry\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O QIcV8lg1vw\Eng 
2573\O ,"\O I\Eng entered\Eng coz\Hin=कोज़ few\Eng people\Eng believed\Eng I\Eng could\Eng do\Eng it\Eng ,\O I'm\Eng still\Eng here\Eng coz\Hin=कोज़ I\Hin=इ now\Eng know\Eng I\Eng can\Eng do\Hin=दो it\Eng !\O #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 8813zGjq4X\Eng "\O 
2574\O ,\O I\Eng never\Eng plan\Eng my\Eng future\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O DCwQHyvV6W\Eng 
2575\O ,"\O Time\Eng machine\Eng ,\O singing\Eng skills\Eng and\Eng a\Eng daughter\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 4UOkrXRS9R\Eng "\O 
2576\O ,\O I\Eng miss\Hin=मिस Shakti\Hin=शकती Nagar\Hin=नागर more\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O ZnYc1qKxzr\Eng 
2577\O ,\O Coz\Hin=कोज़ in\Eng our\Eng country\Eng we\Eng first\Eng become\Eng engineer\Eng and\Eng then\Eng decide\Eng which\Eng career\Eng to\Eng choose\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O HlUbCdDUE9\Hin=हलब्च्द्दुए9 
2578\O ,\O Surreal\Eng !\O It\Eng was\Eng magic\Eng !\O #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O 6pFayhQqb9\Eng 
2579\O ,\O An\Eng aggregate\Eng of\Eng 89.6\O #\O showoff\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O oRpTd965S0\Eng 
2580\O ,\O That\Hin=शत u\Eng live\Eng so\Eng many\Eng lives\Eng in\Eng one\Eng life\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O g3AbyjiL6D\Eng 
2581\O ,\O I'm\Eng more\Eng of\Eng a\Eng chole\Hin=कोले chawal\Hin=चावाल loving\Eng person\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 8KarI5l9xC\Eng 
2582\O ,\O Itni\Hin=इतनी mushkil\Hin=मुश्किल se\Hin=सी toh\Hin=तोह acting\Hin=एक्तिंग hoti\Hin=होती hai\Hin=हैं Bhai\Hin=भाई !\O Aur\Hin=अर् kuch\Hin=कुछ na\Hin=ना ho\Hin=ह Payega\Hin=पायेगा #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O Yofm1oRcny\Eng 
2583\O ,\O I\Eng genuinely\Eng believe\Eng that\Eng if\Eng the\Eng movie\Eng is\Eng well\Eng made\Eng it\Eng will\Eng do\Eng good\Eng at\Eng box\Eng office\Eng !\O #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O eUxg4Josg3\Eng 
2584\O ,\O To\Eng get\Eng something\Eng u\Eng have\Eng to\Eng lose\Eng something\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O Cc4t4KWisZ\Eng 
2585\O ,\O Wrong\Hin=व्रोंग handle\Eng .\O ask\Eng @\O ssrajamouli\Eng https\Eng ://\O t\Eng .\O co\Eng /\O YgUwa1toyp\Eng 
2586\O ,\O Much\Eng needed\Eng break\Eng from\Eng my\Eng regular\Eng work\Eng !\O Helps\Eng me\Eng unwind\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O grjAnRy2qS\Hin=ग्र्जान्र्य्2क़्स 
2587\O ,\O Acting\Eng was\Eng my\Eng backup\Eng plan\Eng .\O #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O 9i5KwbE7Ig\Eng 
2588\O ,\O Tapasvini\Hin=तपस्विनी #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 5IYigr8yMi\Eng 
2589\O ,\O Please\Eng don't\Eng cry\Eng ☹️#\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O JMamayoqTN\Hin=जममायूक़्ट्M 
2590\O ,\O Typing\Eng is\Eng good\Eng .\O Reading\Eng is\Eng slow\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O CdILmExE2o\Hin=च्दिल्मेक्से2व 
2591\O ,\O Just\Eng educate\Eng them\Eng and\Eng give\Eng them\Eng equal\Eng opportunities\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O i8IYm1BciD\Eng 
2592\O ,\O So\Hin=सो we\Eng retain\Eng our\Eng belief\Eng in\Eng good\Eng and\Eng victory\Eng of\Eng truth\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O KZUWNLHvJe\Eng 
2593\O ,\O Right\Hin=राइघ्ट now\Hin=नो I'm\Eng saving\Eng for\Eng my\Eng new\Eng house\Eng 😬#\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 25x9WtpNEg\Eng 
2594\O ,\O I\Eng miss\Eng doing\Hin=दोइँMग tamil\Hin=तमिल movies\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O WRg7pJ86dG\Eng 
2595\O ,\O This\Eng year\Eng I\Eng fulfilled\Eng my\Eng dream\Eng of\Eng leaving\Eng an\Eng impact\Eng .\O Next\Eng year\Eng the\Eng dream\Eng is\Eng to\Eng live\Eng up\Eng to\Eng that\Eng impact\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O XNGDDQ92qo\Eng 
2596\O ,\O Hate\Eng inefficiency\Eng and\Eng love\Eng good\Eng conversations\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 4OoCLRKwVO\Eng 
2597\O ,\O Yes\Hin=येस I\Hin=इ do\Eng #\O AskTapc\Eng btw\Eng u\Eng haven't\Eng been\Eng mailing\Eng lately\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 8b6qnVq5yN\Eng 
2598\O ,"\O Skipped\Eng my\Eng infosys\Eng job\Eng and\Eng MBA\Eng dreams\Eng for\Eng something\Eng I\Eng had\Eng no\Eng idea\Eng about\Eng ,\O ACTING\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O ru82cxhhPz\Eng "\O 
2599\O ,\O My\Eng confidence\Eng and\Eng belief\Eng that\Eng I'm\Hin=इ'म GOOD\Hin=गूद 😎😜#\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 6VzxywBSwt\Eng 
2600\O ,\O A\Eng proud\Eng Leo\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O cIZjIw7RNV\Hin=सिज़्जीव्7र्zव 
2601\O ,\O Me\Hin=मे me\Hin=मे me\Eng !\O 🙏🏼😁#\O AskTapc\Eng #\O AskTapc\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O zeDWEY6fdL\Hin=जेडवेय्6फ्ड्ल 
2602\O ,"\O Never\Eng comb\Eng them\Eng ,\O always\Eng oil\Eng them\Eng before\Eng u\Eng wash\Eng them\Eng and\Eng lots\Eng of\Eng conditioning\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O LA43jIZYm9\Eng "\O 
2603\O ,\O Be\Hin=बे a\Eng unicorn\Eng !\O #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O 3wpNTNcwaq\Eng 
2604\O ,\O Coz\Hin=कोज़ they\Eng don't\Eng offer\Eng me\Eng good\Eng films\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O GMM3zYk6Q3\Eng 
2605\O ,\O To\Hin=तू be\Eng able\Eng to\Eng travel\Eng in\Eng time\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O NeoZvKmQ5E\Eng 
2606\O ,\O I\Eng would\Eng love\Eng to\Eng know\Eng the\Eng answer\Eng to\Eng that\Eng !\O #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O uhkLin8RCN\Eng 
2607\O ,"\O Spend\Eng time\Eng with\Eng my\Eng family\Eng ,\O brings\Eng smile\Eng on\Eng my\Eng face\Eng anytime\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O QGc7e8yF4y\Eng "\O 
2608\O ,\O Being\Eng a\Eng celebrity\Eng !\O Any\Eng day\Eng !\O #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O pnbWIJelDy\Hin=न्ब्विजेल्डी 
2609\O ,\O I'm\Eng terrible\Eng at\Eng dubsmash\Eng !\O Never\Eng tried\Eng it\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O DaofIOudVI\Hin=दाओफियुदवी 
2610\O ,\O Hope\Hin=होप u\Eng studied\Eng everything\Eng .\O Good\Hin=गूद luck\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O dnf5ovfprT\Hin=ड्न्फ्5ओव्फ्प्र्त 
2611\O ,\O That\Hin=शत I\Eng myself\Eng feel\Eng lots\Eng n\Hin=न lots\Eng of\Eng happiness\Eng when\Eng I\Eng record\Eng my\Eng scenes\Eng for\Eng u\Hin=उ all\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O su2cnpCLY8\Eng 
2612\O ,\O I\Eng have\Eng thought\Eng over\Eng a\Eng minute\Eng on\Eng this\Eng n\Eng realised\Eng I\Eng have\Eng way\Eng too\Eng many\Eng fears\Eng in\Eng life\Eng 😑\EMT #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O TTqROkhEgu\Hin=त्त्क़्रोखेगू 
2613\O ,\O Arre\Hin=अर्रे yaar\Hin=यार !\O With\Hin=विद the\Eng way\Eng Bollywood\Eng and\Eng my\Eng south\Eng industries\Eng are\Eng complaining\Eng it\Eng feels\Eng like\Eng I'm\Eng sitting\Eng jobless\Eng !\O But\Eng y\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O DZnjqXIwm0\Eng 
2614\O ,"\O It\Eng has\Eng helped\Eng me\Eng gain\Eng oodles\Eng of\Eng confidence\Eng ,\O personally\Eng and\Eng professionally\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O Jwng3PHxlm\Hin=ज्व्Mग्3अफ्क्स्ल्म "\O 
2615\O ,\O Revolution\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O sFtB6EhfvI\Hin=स्फ्त्ब्6इह्फ्वी 
2616\O ,\O The\Eng best\Eng performance\Eng was\Eng by\Eng the\Eng writer\Eng @\O writish\Eng and\Eng my\Eng producer\Eng and\Eng director\Eng @\O ShoojitSircar\Eng and\Eng @\O aniruddhatony\Eng https\Eng ://\O t\Eng .\O co\Eng /\O ovlE82APRV\Eng 
2617\O ,\O My\Hin=मी base\Eng ❤️️\O #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O ZVXaYj4ntx\Eng 
2618\O ,\O I\Eng get\Eng cold\Eng feet\Eng thinking\Eng about\Eng it\Eng .\O I\Eng have\Eng gotten\Eng myself\Eng into\Eng deep\Eng trouble\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O jmwvqUWmDQ\Hin=ज्मव्व्क़ुव्म्द्क़ 
2619\O ,\O One\Eng !!!\O I\Eng have\Eng a\Eng looooooong\Hin=लुउउउउओँग list\Eng !\O #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O Gp17XCtEYv\Eng 
2620\O ,\O Intelligent\Eng !\O #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O dFH2WXNFLv\Eng 
2621\O ,\O Yes\Hin=येस !\O And\Hin=एंड I\Eng did\Eng offer\Eng him\Eng to\Eng have\Eng lunch\Eng as\Eng well\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O oi2ip6nY5a\Eng 
2622\O ,\O You\Hin=यूं all\Eng ❤️️\O #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O um0fK06rG7\Eng 
2623\O ,\O When\Eng I\Eng realise\Eng I\Eng need\Eng to\Eng have\Eng a\Eng kid\Eng !\O #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O mXFJXakOrW\Eng 
2624,4\O n\Eng half\Eng .\O (\O I\Eng can\Eng only\Eng half\Eng manage\Eng Tamizh\Eng )\O https\Eng ://\O t\Eng .\O co\Eng /\O mRt1K3YAUB\Eng 
2625\O ,\O Soon\Eng :)\EMT working\Eng on\Eng making\Eng something\Eng happen\Eng !\O #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O SyPNSZd9VC\Eng 
2626\O ,\O I\Eng craved\Eng to\Eng experience\Eng that\Eng atleast\Eng once\Eng !\O Studied\Eng in\Eng delhi\Eng itself\Eng so\Eng never\Eng tried\Eng mess\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O 4rraQZwC7k\Hin=4र्र्क़्ज़्व्च्7क 
2627\O ,\O Only\Eng @\O VetriMaaran\Eng can\Eng answer\Eng that\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 44WwVGPsVf\Eng 
2628\O ,\O Get\Eng set\Eng Go\Eng !!!!!\O #\O AskTapc\Eng 
2629\O ,\O See\Hin=से u\Hin=उ all\Eng here\Eng in\Eng an\Eng hour\Eng !\O #\O AskTapc\Eng 9pm\Eng to\Eng 10pm\Eng 
2630\O ,\O What\Eng !!!!!!\O 😨\EMT https\Eng ://\O t\Eng .\O co\Eng /\O m17MPxC3Mh\Eng 
2631\O ,"\O Target\Eng the\Eng hottest\Eng one\Eng 🎯\O 
#\O SmartLife\Eng November\Eng issue\Eng .\O https\Eng ://\O t\Eng .\O co\Hin=को /\O FPacJq3zmf\Hin=फ्पच्ज्क़्3ज़्म्फ़ "\O 
2632\O ,"\O Let's\Eng have\Eng a\Eng chat\Eng session\Eng today\Eng from\Eng 9pm\Eng to\Eng 10pm\Eng ,\O make\Eng it\Eng interesting\Eng for\Eng me\Eng to\Eng give\Eng equally\Eng interesting\Eng answers\Eng !\O #\O AskTapc\Eng 👱🏼‍♀️"\O 
2633\O ,@\O anilsillay\Eng inshallah\Eng !\O 
2634\O ,@\O bhawanasomaaya\Hin=भवनसोमाआया hahaha\Hin=हहाह .\O Yessss\Eng .\O It's\Hin=इत्'अ Taapsee\Eng Origins\Eng !\O Coming\Eng up\Eng soon\Eng 😁\O 
2635\O ,"\O All\Eng hail\Eng #\O GirlPower\Eng on\Eng the\Eng sets\Eng of\Eng #\O NaamShabana\Hin=नाअमशबाना Anushka\Eng from\Eng Direction\Eng ,\O Pooja\Eng from\Eng Production\Eng and\Eng Payal\Eng from\Eng Costu\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O AQJbarjR1g\Eng "\O 
2636\O ,\O Very\Eng soon\Eng :)\EMT shall\Eng announce\Eng it\Eng here\Eng https\Eng ://\O t\Eng .\O co\Eng /\O GWmLRQVZFV\Eng 
2637\O ,\O Back\Eng to\Eng my\Eng books\Eng !\O How\Eng I\Hin=इ miss\Eng studying\Eng ☹️#\O NaamShabana\Eng https\Eng ://\O t\Eng .\O co\Eng /\O N8DR9rRLaC\Eng 
2638\O ,@\O akshaykumar\Hin=अक्षाय्कुमार happy\Hin=हैप्पी tandas\Eng time\Hin=टाइम sir\Hin=सिअर !\O 👌🏼👍🏼\O 🚽\O 
2639\O ,@\O santosh0114\Eng I\Eng miss\Eng doing\Eng Telugu\Eng films\Eng too\Eng :(\EMT please\Hin=प्लीअज् get\Eng some\Eng good\Eng roles\Eng for\Eng me\Hin=मे 
2640,😡\O https\Eng ://\O t\Eng .\O co\Eng /\O fBIZBt4AV4\Eng 
2641\O ,\O A\Eng shot\Eng that\Eng explains\Eng state\Eng of\Eng my\Eng mind\Eng #\O imflyinghigh\Eng captured\Eng perfectly\Eng by\Eng @\O DabbooRatnani\Hin=दब्बुरतनानी for\Eng #\O smartlife\Eng November\Eng is\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O RxXWn7bG7b\Eng 
2642\O ,@\O ramkamal\Hin=रामकमल thankq\Hin=थन्क्क़ Ram\Eng 🙏🏼\O 
2643\O ,\O Neither\Eng was\Eng makhna\Hin=मखना stuck\Eng as\Eng I\Eng start\Eng shooting\Eng for\Eng the\Eng next\Eng schedule\Eng next\Eng month\Eng nor\Eng I\Eng got\Hin=गोट Naam\Hin=नाअम् Shabana\Hin=शबाना post\Eng Pink\Eng .\O Tha\Hin=ता …\O https\Eng ://\O t\Eng .\O co\Eng /\O mCJeu0U91Q\Eng 
2644\O ,@\O Pvsindhu1\Eng so\Eng cute\Hin=कट्य ya\Hin=या !\O I\Hin=इ have\Eng become\Eng all\Eng fancy\Eng !\O 😍\EMT 
2645\O ,@\O Imangadbedi\Eng @\O TheFilmPink\Eng @\O ShoojitSircar\Eng hahahah\Hin=हहहाह hahahaha\Hin=हहहाह !\O Angaddddddddddd\Hin=अंगद्द्द्द्द्द्द्द्द्द !\O Miss\Hin=मिस you\Hin=यूं n\Hin=न your\Eng sense\Eng of\Eng humour\Eng 😂😂😂😂\O 
2646\O ,\O One\Eng of\Eng my\Eng favourite\Hin=फवरिते too\Hin=तोओ !\O Coz\Hin=कोज़ that\Eng was\Eng probably\Eng the\Eng only\Eng time\Eng we\Eng laughed\Eng in\Eng the\Eng movie\Eng 😁\O https\Eng ://\O t\Eng .\O co\Hin=को /\O SFfFDixqGG\Hin=स्फ्फ्दिक्स्क़्ग्ग 
2647\O ,\O Tell\Eng tell\Eng ....\O https\Eng ://\O t\Eng .\O co\Hin=को /\O BChOzvAiZa\Hin=ब्चोज़्विजा 
2648\O ,@\O crhemanth\Hin=क्रेमंठ yes\Eng !\O Maybe\Eng this\Eng time\Eng I\Eng can\Eng be\Eng the\Eng bait\Eng n\Hin=न the\Eng saviour\Eng both\Eng !\O 
2649\O ,@\O crhemanth\Hin=क्रेमंठ hahahahaha\Hin=हहहहाह .\O I\Eng wish\Eng !\O 
2650\O ,@\O jackkybhagnani\Hin=जैक्कीभगनानी @\O honeybhagnani\Hin=हनीईभगनानी @\O Saqibsaleem\Hin=साक़िब्सलीम finally\Eng !\O Phew\Eng 😥\EMT 
2651\O ,@\O honeybhagnani\Hin=हनीईभगनानी @\O jackkybhagnani\Hin=जैक्कीभगनानी @\O Saqibsaleem\Eng what\Eng madness\Eng !!!!\O 😂😂😂\O 
2652\O ,\O The\Eng most\Eng energetic\Eng person\Eng with\Eng a\Eng limp\Eng !\O https\Eng ://\O t\Eng .\O co\Eng /\O fydVQ62fPT\Eng 
2653\O ,\O This\Eng is\Eng what\Eng a\Eng serious\Eng film\Eng makes\Eng u\Hin=उ look\Eng like\Eng '\O off\Eng screen\Eng '\O https\Eng ://\O t\Eng .\O co\Eng /\O 8i6ISFMcs3\Eng 
2654\O ,@\O sujoy\Eng _\O g\Hin=ग woh\Hin=वह toh\Hin=तोह hai\Hin=हैं .\O Very\Hin=वेरी very\Eng few\Eng .\O Thanks\Eng to\Eng people\Eng like\Eng u\Hin=उ !\O 
2655\O ,@\O MsKajalAggarwal\Hin=म्स्काजलग्ग्रवाल 😘\EMT 
2656\O ,@\O sujoy\Eng _\O g\Eng but\Eng my\Eng job\Eng is\Eng not\Eng small\Eng !\O I\Eng have\Eng to\Eng deal\Eng with\Eng u\Hin=उ 🙈\O 
2657\O ,@\O sujoy\Eng _\O g\Eng as\Eng of\Eng now\Eng u\Hin=उ r\Hin=र just\Eng stamping\Eng on\Eng them\Eng .\O 
2658\O ,@\O sujoy\Eng _\O g\Hin=ग sorry\Eng I\Hin=इ forgot\Eng to\Eng mention\Eng that\Eng this\Eng is\Eng for\Eng everyone\Eng but\Eng lazy\Eng no\Eng good\Eng people\Eng like\Eng u\Hin=उ !\O 
2659\O ,"""\O If\Eng you\Eng stand\Eng for\Eng a\Eng reason\Eng ,\O be\Eng prepared\Eng to\Eng stand\Eng like\Eng a\Eng tree\Eng .\O If\Eng you\Eng fall\Eng onto\Eng the\Eng ground\Eng ,\O fall\Eng like\Eng a\Eng seed\Eng that\Eng grows\Eng back\Eng to\Eng fight\Eng again\Eng ."""\O 
2660\O ,@\O kumartaurani\Hin=कुमरतौरानी 🙏🏼😁\O 
2661\O ,\O Loud\Eng and\Eng Clear\Eng !\O https\Eng ://\O t\Eng .\O co\Hin=को /\O COPta5i2Uh\Hin=कौप्ट5इ2उह 
2662\O ,\O And\Hin=एंड we\Eng have\Eng guests\Eng over\Eng as\Eng we\Eng create\Eng magic\Eng on\Eng set\Eng today\Eng .\O @\O yasminkidwai\Eng in\Eng house\Eng to\Eng capture\Eng some\Eng moments\Eng for\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O u12m5lAJ55\Eng 
2663\O ,@\O darshanshetty\Hin=दर्शन्शेट्टी _\O love\Eng messages\Eng don't\Eng need\Eng a\Eng retort\Eng .\O They\Eng need\Eng to\Eng stay\Eng ❤️️\O 
2664\O ,"\O Get\Hin=गेट ....\O Set\Eng ....\O Go\Hin=गो !!!!!!\O 
Festivities\Eng over\Eng now\Eng back\Eng to\Eng business\Eng !\O #\O workisfun\Eng #\O shootlife\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O ROOIlZbWcK\Hin=रौइल्ज्ब्व्क "\O 
2665\O ,@\O iravikoranga\Hin=इरविकोYरंगा thankq\Hin=थन्क्क़ :)\EMT 
2666\O ,\O How\Eng cool\Hin=कूल !\O But\Eng yours\Eng looks\Eng better\Eng 😑\EMT https\Eng ://\O t\Eng .\O co\Eng /\O pUKzVoB8VL\Eng 
2667\O ,@\O KirenRijiju\Eng thankq\Eng sir\Eng 🙏🏼\O 
2668\O ,\O What\Eng are\Hin=अरे u\Hin=उ on\Eng ???\O #\O jobless\Eng #\O aimless\Eng #\O senseless\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 6vDjI9owbQ\Eng 
2669\O ,"\O So\Hin=सो much\Eng for\Eng a\Eng happy\Hin=हैप्पी Diwali\Hin=दिवाली ,\O my\Eng eyes\Eng can't\Eng stop\Eng watering\Eng since\Eng morning\Eng coz\Eng of\Eng all\Eng the\Eng pollution\Eng around\Eng .\O Is\Hin=इस this\Eng what\Hin=वाअत Diwali\Hin=दिवाली is\Eng really\Eng about\Eng ?"\O 
2670\O ,"\O And\Eng some\Eng really\Eng beautiful\Eng baubles\Eng by\Eng Tarun\Eng Tahiliani\Eng 
@\O DevsB\Hin=देव्स्ब @\O nickyjaan\Eng https\Eng ://\O t\Eng .\O co\Eng /\O P2eDiFemp1\Eng "\O 
2671\O ,\O Priyal\Hin=प्रियल Prakash\Hin=प्रकाश to\Eng conclude\Eng the\Eng Diwali\Hin=दिवाली bash\Hin=बाश tonight\Eng !\O @\O DevsB\Hin=देव्स्ब @\O nickyjaan\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 7BANKhE5ff\Eng 
2672\O ,\O Yeh\Hin=यह toh\Hin=तोह Diwali\Hin=दिवाली pe\Hin=पी Chakk\Hin=चक्क De\Hin=दे India\Hin=इंडिया ho\Hin=ह Gaya\Hin=गया hai\Hin=हैं !!!!\O Congratulations\Eng to\Eng our\Eng Hockey\Eng team\Eng !\O Champions\Eng !!!!\O 
2673\O ,"\O Why\Eng is\Eng it\Eng that\Eng every\Hin=एवेरी Diwali\Hin=दिवाली ,\O atleast\Hin=एट्लीस्ट one\Eng soldier\Eng loses\Eng his\Eng life\Eng on\Eng border\Eng !?\O Can't\Eng imagine\Eng how\Eng scarred\Eng Diwali\Eng will\Eng be\Eng for\Eng the\Eng family\Eng #\O sad\Eng "\O 
2674\O ,@\O kumartaurani\Eng thankq\Eng sir\Eng .\O Happy\Hin=हैप्पी Diwali\Hin=दिवाली to\Eng you\Hin=यूं n\Hin=न your\Eng family\Eng !\O 
2675\O ,"\O Love\Eng ,\O light\Eng ,\O happiness\Eng !\O And\Eng yes\Hin=येस a\Eng better\Eng Rangoli\Eng this\Eng year\Eng definitely\Eng means\Eng a\Eng better\Eng year\Eng ahead\Eng 😁🏡\O https\Eng ://\O t\Eng .\O co\Hin=को /\O mKXxMJaGBY\Hin=म्क्क्स्क्ष्मझग्बे "\O 
2676\O ,@\O honeybhagnani\Hin=हनीईभगनानी happy\Hin=हैप्पी birthday\Hin=बर्थ़ड्य to\Eng the\Eng happy\Eng producer\Eng !\O Wish\Eng u\Hin=उ more\Hin=मोर n\Eng more\Eng happiness\Eng always\Eng ❤️️\O 
2677\O ,\O The\Eng most\Eng unprofessional\Eng service\Eng @\O NaturesBasket\Eng Time\Eng to\Eng switch\Eng to\Eng something\Eng better\Eng !\O 2\O slots\Eng and\Eng 10\O calls\Eng but\Eng yet\Eng no\Eng order\Eng received\Eng #\O useless\Eng 
2678\O ,@\O NaturesBasket\Eng thanks\Eng to\Eng u\Hin=उ mornings\Eng are\Eng no\Eng more\Eng good\Eng n\Eng calm\Eng .\O If\Hin=इफ़ u\Eng can't\Eng deliver\Eng orders\Eng on\Eng time\Eng then\Eng y\Eng keep\Eng slots\Eng ?\O Highly\Eng unprofessional\Eng 
2679\O ,"#\O Sandesh2Soldiers\Hin=संदेश्2असौल्दियर 
Send\Eng yours\Eng through\Eng https\Eng ://\O t\Eng .\O co\Eng /\O bW8tGan9Ms\Eng 
Yeh\Hin=यह Diwali\Hin=दिवाली ,\O un\Hin=उन jawaano\Hin=जवानो ke\Hin=क naam\Hin=नाअम् .\O https\Eng ://\O t\Eng .\O co\Hin=को /\O GiUW2TbsDE\Hin=गीउव्2ट्Yब्स्द़े "\O 
2680\O ,"\O Anyone\Eng can\Eng give\Eng up\Eng ,\O it's\Eng the\Eng easiest\Eng thing\Eng ever\Eng .\O But\Eng to\Eng hold\Eng it\Eng together\Eng when\Eng everyone\Eng else\Eng thinks\Eng you'd\Eng fall\Eng apart\Eng is\Eng true\Eng strength\Eng .\O 💪🏼👊🏼"\O 
2681\O ,@\O vijaykesav\Hin=विजयकेसव thankq\Hin=थन्क्क़ for\Eng the\Eng appreciation\Eng sir\Eng 🙏🏼\O 
2682\O ,"\O With\Eng a\Eng background\Eng score\Eng of\Eng ""\O ghar\Hin=घड़ी aaja\Hin=आया pardesi\Hin=परदेसी tera\Hin=तेरा desh\Hin=देश bulaye\Hin=बुलाए re\Hin=री ""\O my\Hin=मी rockstar\Eng of\Eng a\Eng team\Eng n\Eng yours\Eng truly\Eng head\Eng back\Eng ho\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O mfst3jdWjc\Eng "\O 
