,0\O 
2305\O ,"\O Hey\Hin=है all\Eng chutiyaas\Hin=चुटियास ,\O 

I\Eng am\Hin=आम not\Eng going\Eng into\Eng politics\Eng nor\Eng I\Eng am\Eng inclined\Eng towards\Eng BJP\Eng or\Eng congress\Eng .\O 

So\Hin=सो get\Hin=गेट a\Eng life\Eng ...."\O 
2306\O ,\O RT\Eng @\O Rajiv74070260\Eng :\O @\O KamalRKaan\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O pWTxmwTfiT\Hin=पव्त्क्ष्मव्त्फित 
2307\O ,"\O Guys\Eng ,\O please\Eng RT\Eng is\Eng max\Eng ..\O plz\Hin=प्ल्ज़ https\Eng ://\O t\Eng .\O co\Hin=को /\O MsZKTgNWpG\Eng "\O 
2308\O ,\O RT\Eng @\O cricket\Eng _\O critic7\Eng :\O @\O KamalRKaan\Eng गाय\O 
2309\O ,\O RT\Eng @\O Shadabk98450823\Eng :\O @\O KamalRKaan\Eng Baba\Hin=बाबा Ramdev\Hin=रामदेव 
2310,😀😀😀😀👇👇\O https\Eng ://\O t\Eng .\O co\Eng /\O Qz2Su8Q7rf\Eng 
2311\O ,"\O RT\Eng @\O mnis\Hin=मऩिस _\O 007\O :\O @\O KamalRKaan\Hin=कमल्रकान खुश\O वही\O है\O जो\O दुखी\O नही\O है\O 
😂😂कर\O दो\O RT\Eng 😂😂"\O 
2312\O ,\O RT\Eng @\O Taimur90293971\Eng :\O @\O KamalRKaan\Eng KRK\Hin=क्र्क followers\Eng .......\O LLRC\Eng 
2313\O ,\O RT\Eng @\O abdulwajid003\Eng :\O @\O KamalRKaan\Hin=कमल्रकान Jiske\Hin=जिसके bhi\Hin=भही naam\Hin=नाअम् me\Hin=मे MODI\Hin=मोदी hai\Hin=हैं woh\Hin=वह :\O D\Hin=द 
2314\O ,\O RT\Eng @\O Vipulsaurabh6\Eng :\O @\O KamalRKaan\Hin=कमल्रकान @\O OfficeOfRG\Hin=औफिसिओफ्र्Mग Jiske\Hin=जिसके andar\Hin=अंदर Talent\Eng ek\Eng Clerk\Eng बनने\O का\O भी\O ना\O हो\O वो\O aaj\Hin=आअय् desh\Hin=देश ki\Hin=की sabse\Hin=सबसे purani\Hin=पुरानी part\Hin=पार्ट ka\Eng President\Eng ban\Eng g\Hin=ग …\O 
2315,"😀😀😀\O #\O PNB\Eng _घोटाला\O 
#\O PNBScam\Eng 

Somewhere\Eng in\Eng PNB\Eng ATM\Eng 👇👇😜😜\O https\Eng ://\O t\Eng .\O co\Eng /\O ZHXyXT1iss\Eng "\O 
2316,"आज\O अगर\O कोई\O भारत\O में\O खुश\O है\O तो\O वो\O कोन\O है?\O 
अच्छे\O जवाबो\O को\O RT\Eng मीलेगी\O 👍👍🙏"\O 
2317\O ,"\O RT\Eng @\O Innocent\Eng _\O Soul23\Eng :\O Bollywood\Eng Right\Eng Now\Hin=नो .....\O 

1.\O #\O SRK\Eng sir\Eng -\O Deprived\Eng of\Eng Hits\Eng 

2.\O #\O AamirKhan\Hin=आमीरखन sir\Eng -\O Deprived\Eng of\Eng Stardom\Eng 

3.\O #\O AkshayKumar\Hin=अक्षाय्कुमार …"\O 
2318\O ,"#\O SalmanKhan\Hin=सलमंखन has\Eng become\Eng so\Eng huge\Eng that\Eng he\Eng is\Eng charging\Eng 4\O cr\Eng rupees\Eng for\Eng just\Eng sitting\Eng on\Eng the\Eng show\Eng ...\O 

Today's\Eng no\Eng one\Eng can\Eng reach\Eng to\Eng that\Eng level\Eng ever\Eng ."\O 
2319\O ,"\O Akki\Hin=अक्की must\Eng do\Eng solo\Eng total\Eng masala\Hin=मसाला movie\Eng now\Eng like\Hin=लीके #\O GaramMasala\Hin=गरम्मसाला or\Eng #\O RowdyRathore\Eng to\Eng reach\Eng to\Eng the\Eng Khan\Eng league\Eng again\Eng .\O 

Oth\Hin=औत …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O aoUTzidgCz\Hin=आउट्ज़िद्ग्ग्ज़ "\O 
2320\O ,"\O Akki\Hin=अक्की fans\Hin=फZzस् ,\O 

#\O Padman\Eng is\Eng not\Eng doing\Eng great\Eng business\Eng as\Eng you\Eng guys\Eng and\Eng trade\Eng has\Eng expected\Eng .\O 
Sat\Hin=सत and\Eng sun\Eng biz\Eng is\Eng meagre\Eng 2\O &\O amp\Eng ;\O 3…\O https\Eng ://\O t\Eng .\O co\Eng /\O d9PYroYNMK\Eng "\O 
2321\O ,"\O Good\Hin=गूद morning\Eng guys\Eng .\O 

Have\Eng a\Eng super\Eng Sunday\Eng with\Eng this\Eng great\Eng thought\Eng .\O https\Eng ://\O t\Eng .\O co\Hin=को /\O uOYoPgtRXk\Hin=आयोप्ग्त्र्क्स्क "\O 
2322\O ,"\O Good\Eng night\Eng folks\Eng .\O 

Good\Hin=गूद bye\Hin=ब्ये "\O 
2323\O ,"\O According\Eng to\Eng sources\Eng in\Eng China\Eng ,\O 
#\O BajrangiBhaijaan\Hin=बाजरांगिभैजान will\Eng create\Eng havoc\Eng in\Eng China\Eng and\Eng it\Eng will\Eng surprise\Eng &\O amp\Eng ;\O surpass\Eng every\Eng BO\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O qmJdmPZpbb\Hin=क़्म्ज्द्Mप्ज्प्ब्ब "\O 
2324\O ,"\O This\Eng is\Eng the\Hin=ते JALWA\Hin=जल्वा of\Hin=ऑफ #\O DUBAI\Hin=डुबई ...\O 

Hope\Eng my\Eng India\Eng becomes\Eng like\Eng this\Eng in\Eng near\Eng future\Eng ...\O 👇👇👇😵😵\O https\Eng ://\O t\Eng .\O co\Eng /\O 9qwQwknA9g\Eng "\O 
2325\O ,"#\O SimplyUnbelievable\Eng that\Eng in\Eng India\Eng chutiyaa\Hin=चुटिया becoming\Eng mantri\Eng and\Eng educated\Eng becoming\Eng Their\Eng PA\Hin=पा ..\O 

Utter\Eng disgrace\Eng ..."\O 
2326\O ,"\O Bencho\Hin=बेंचो ,\O 

Ye\Hin=ये #\O PNB\Eng _घोटाला\O congress\Eng ka\Hin=का hai\Hin=हैं ya\Hin=या BJP\Eng ka\Hin=का ..\O Kuch\Hin=कुछ samaz\Hin=समज़ nahi\Hin=नाही Aa\Hin=आआ Raha\Hin=रह ..\O 

Any\Eng drunk\Eng guesses\Eng guys\Eng ?"\O 
2327\O ,\O Latest\Eng Stats\Eng =\O 22\O Followers\Eng and\Eng 11\O Unfollowers\Eng (\O tracked\Eng by\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O ZIgtIQhsJR\Hin=ज़िग्टीक़्स्ज्र )\O 
2328\O ,"\O Biggest\Eng blockbuster\Eng of\Eng 2017\O #\O TigerZindaHai\Hin=टाइगरजिंदहाई going\Eng to\Eng premiere\Eng on\Eng 18th\Eng March\Eng 2018...\O 

Book\Eng your\Eng calendar\Eng now\Eng 😀😀…\O https\Eng ://\O t\Eng .\O co\Eng /\O MoAVhcyUE7\Eng "\O 
2329\O ,"\O It's\Eng high\Eng time\Eng that\Eng Narendra\Eng Modi\Eng and\Eng Arun\Eng Jaitely\Eng should\Eng come\Eng forward\Eng and\Eng explain\Eng what\Eng has\Eng lead\Eng to\Eng #\O PNBScam\Eng 

You\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O gn17btzmvg\Eng "\O 
2330\O ,\O RT\Eng @\O Swamy39\Eng :\O Instead\Eng of\Eng daily\Eng media\Eng briefing\Eng by\Eng flotsam\Eng and\Eng jetsam\Eng what\Eng we\Eng require\Eng is\Eng Finance\Eng Secretary\Eng to\Eng address\Eng a\Eng media\Eng conference\Eng on\Eng th\Eng …\O 
2331\O ,"\O Anyone\Eng planning\Eng to\Eng watch\Eng 
#\O ComedyHighSchool\Eng Tonight\Eng ??"\O 
2332,"प्रिया\O प्रकाश\O से\O फुर्सत\O मिल\O गयी\O हो\O तो\O कोई\O तैमूर\O पे\O भी\O ध्यान\O दे\O ले....\O 
दलिया\O नही\O खा\O रहा\O वो..दो\O दिन\O से\O 😂😂…\O https\Eng ://\O t\Eng .\O co\Eng /\O MXyN4KVWPz\Eng "\O 
2333\O ,\O The\Eng prob\Eng with\Eng #\O SidhharthMalhotra\Hin=सिधहर्थमलहोत्र is\Hin=इस he\Eng gives\Eng same\Eng expressions\Eng in\Eng romantic\Eng scene\Eng as\Eng well\Eng as\Eng fighting\Eng scene\Eng 😀😀😀\O 
2334,"अभिव्यक्ति\O की\O आजादी\O का\O ये\O परिणाम\O है\O 😝😝\O 
है\O न\O @\O ArvindKejriwal\Hin=अरविंड़केजरिवल जी\O 😀😀\O 

#\O DDCA\Eng https\Eng ://\O t\Eng .\O co\Eng /\O GRpMxpH0UJ\Eng "\O 
2335\O ,"\O Only\Eng film\Eng which\Eng can\Eng save\Eng #\O Sid\Eng from\Eng collapse\Eng is\Eng #\O EkVillain2\Eng that\Eng too\Eng if\Eng producers\Eng want\Eng to\Eng take\Eng him\Eng as\Eng a\Eng lead\Eng .\O 
Varun\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O mwCb906uFe\Eng "\O 
2336\O ,#\O Aiyaary\Eng has\Eng almost\Eng finished\Eng the\Eng career\Eng of\Eng #\O Siddharth\Eng and\Eng any\Eng further\Eng chutiyapa\Eng will\Eng pin\Eng a\Eng full\Eng stop\Eng to\Eng his\Eng Bollywood\Eng career\Eng forever\Eng .\O 
2337\O ,"\O Good\Hin=गूद morning\Eng guys\Eng ..\O 

Aaj\Hin=आअय् to\Hin=तू tumhari\Hin=तुम्हारी fulltoo\Hin=फुल्लटो loonga\Hin=लूँगा 😀😀\O 

Weekend\Eng started\Eng after\Eng fully\Eng hectic\Eng week\Eng ..."\O 
2338\O ,\O Gained\Eng 37\O followers\Eng and\Eng lost\Eng 12\O (\O stats\Eng by\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O ZIgtIQhsJR\Hin=ज़िग्टीक़्स्ज्र )\O 
2339\O ,"\O Opposition\Eng are\Eng so\Eng obsessed\Eng about\Eng #\O NiravModi\Hin=निराव्मोदी that\Eng they\Eng think\Eng Narendra\Eng Modi\Hin=मोदी did\Eng this\Eng scam\Eng along\Eng with\Eng Nirav\Hin=निराव modi\Hin=मोदी ..\O 
Waa\Hin=व …\O https\Eng ://\O t\Eng .\O co\Eng /\O 5GHDCVrtWH\Eng "\O 
2340,ये\O इंसान\O राज्य\O सभा\O के\O ग़म\O में\O बावला\O हो\O गया\O है\O https\Eng ://\O t\Eng .\O co\Hin=को /\O JkRwwKZ1Mj\Hin=झ्क्रव्व्क्ज़्1म्ज 
2341\O ,"\O Difference\Eng between\Eng UPA\Eng and\Eng NDA\Eng :-\O 

UPA\Hin=अप :-\O Ghotale\Hin=घोटाले was\Eng doing\Eng by\Eng govt\Eng 

NDA\Hin=Mडा :-\O Ghotale\Hin=घोटाले are\Hin=अरे done\Eng by\Eng others\Eng apart\Eng from\Eng Govt\Eng 

#\O ModiGhotala\Hin=मोडीघोटाला "\O 
2342\O ,"\O Guys\Eng ,\O 

Who\Eng all\Eng chutiyaa\Hin=चुटिया are\Hin=अरे wasting\Eng their\Eng life\Eng on\Eng girlfriends\Eng and\Eng fake\Eng love\Eng ?"\O 
2343\O ,"\O DIFFERENCE\Hin=दिफ़ेरेंस :-\O 

Modi\Hin=मोदी to\Eng students\Eng :-\O We\Eng should\Eng concentrate\Eng 
We\Hin=वी shd\Hin=श्ड़ do\Hin=दो yoga\Eng 
We\Hin=वी shd\Hin=श्ड़ fight\Eng with\Eng ourselves\Eng 

Kejriwal\Hin=केजरिवल to\Hin=तू st\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O iMkh0bHSDY\Eng "\O 
2344\O ,"\O I\Eng was\Eng considering\Eng @\O ArvindKejriwal\Hin=अरविंड़केजरिवल honest\Eng and\Eng clean\Eng politician\Eng but\Eng my\Eng recent\Eng polls\Eng shown\Eng his\Eng true\Eng face\Eng .\O 

I\Eng will\Eng stop\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O vOIfW0ESYc\Hin=वोइफ्व्0एसाइक "\O 
2345\O ,\O If\Eng this\Eng man\Eng Mr\Eng .\O Prime\Eng Minister\Eng @\O narendramodi\Eng takes\Eng time\Eng out\Eng for\Eng students\Eng who\Eng are\Eng our\Eng future\Eng despite\Eng extremely\Eng busy\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O lBw0VApaWL\Eng 
2346\O ,"\O How\Eng much\Eng this\Eng can\Eng earn\Eng ?\O 
5,6\O cr\Hin=क्र lifetime\Eng ?\O 😀😀\O 
#\O EkLadkiKoDekhaTohAisaLaga\Hin=एक्लड़कीकोडेखतोहिसलग https\Hin=ह्त्ट्प्स ://\O t\Eng .\O co\Hin=को /\O GvZM8QCLpR\Eng "\O 
2347\O ,"\O This\Eng guy\Eng looking\Eng superb\Eng now\Eng .\O 

Thanks\Eng @\O BeingSalmanKhan\Eng Bhai\Eng for\Eng giving\Eng him\Eng another\Eng chance\Eng to\Eng resurrect\Eng his\Eng career\Eng .\O B\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O 2VKi6dpvnc\Eng "\O 
2348\O ,"\O This\Eng poll\Eng will\Eng also\Eng be\Eng deleted\Eng soon\Eng by\Eng @\O INCIndia\Eng 😀😀\O 

#\O niravModiScam\Hin=निराव्मोडिस्कम https\Eng ://\O t\Eng .\O co\Eng /\O 2wyrKww8ig\Eng "\O 
2349\O ,"#\O Padman\Eng has\Eng collected\Eng Average\Eng 62\O cr\Eng nett\Eng in\Eng week\Eng one\Eng .\O 

Real\Eng test\Eng start\Eng from\Eng today\Eng ...\O Hope\Eng it\Eng emerge\Eng as\Eng clean\Eng hit\Eng at\Eng least\Eng ."\O 
2350,"कांग्रेस\O वालो\O के\O चुतियापे\O की\O कोई\O हद\O नहीं\O होती,\O 2011\O में\O हुए\O घोटाले\O को\O ये\O 2019\O में\O मोदी\O का\O कारनामा\O बता\O रहे\O है\O 😝😝😝😝\O 

#\O ModiRobsIndia\Hin=माडिरोबिन्दिया "\O 
2351\O ,"#\O October\Eng seems\Eng to\Eng be\Eng entire\Eng different\Eng film\Eng from\Eng Shoojit\Hin=शूजीत sirkar\Hin=सिरकार ..\O 

Another\Eng HIT\Eng from\Eng Varun\Eng .\O 
Ye\Hin=ये Banda\Hin=बंदा Sid\Hin=सिड़ to\Hin=तू bahut\Hin=बहुत aag\Hin=आअग् …\O https\Eng ://\O t\Eng .\O co\Eng /\O jJkfMIW23Z\Eng "\O 
2352\O ,\O If\Eng Rahul\Eng has\Eng guts\Eng then\Eng he\Eng should\Eng enquire\Eng regarding\Eng all\Eng the\Eng dubious\Eng transactions\Eng done\Eng by\Eng #\O NiravModi\Eng during\Eng 2011\O to\Eng 1…\O https\Eng ://\O t\Eng .\O co\Hin=को /\O KZwboB1heS\Hin=क्ज़्व्बौब्1एस 
2353\O ,"\O So\Eng whole\Eng India\Eng saying\Eng Modiji\Eng helped\Eng modi\Eng to\Eng fly\Eng away\Eng from\Eng India\Eng ..\O 
Fair\Eng enough\Eng .\O 

But\Eng how\Eng can\Eng Rahul\Eng Gandhi\Eng on\Eng Mute\Eng mo\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O BSEnnib11P\Eng "\O 
2354\O ,"\O Good\Hin=गूद morning\Eng guys\Eng .\O 

Woke\Eng up\Eng so\Eng late\Eng today\Eng ....\O How\Hin=हो u\Hin=उ doing\Eng ?"\O 
2355\O ,\O Gained\Eng 27\O followers\Eng and\Eng lost\Eng 16\O (\O stats\Eng by\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O ZIgtIQhsJR\Hin=ज़िग्टीक़्स्ज्र )\O 
2356,"-\O #\O NiravModi\Hin=निराव्मोदी given\Eng loans\Eng by\Eng #\O PNB\Eng :\O 2011.\O 
-\O Default\Eng came\Eng in\Eng light\Eng :\O 2013.\O 
-\O FM\Eng of\Eng that\Eng period\Eng :\O Mr\Eng Aircel-Maxis\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O hQMdXTZbxT\Eng "\O 
2357,"मेरा\O बस\O यही\O कहना\O है\O @\O ArvindKejriwal\Hin=अरविंड़केजरिवल जी\O से,\O 
जब\O दुसरो\O के\O ख़राब\O कामो\O की\O खबर\O रात\O को\O 2\O बजे\O भी\O ट्वीट\O करते\O हो,\O वैसे\O खुद\O के…\O https\Eng ://\O t\Eng .\O co\Hin=को /\O 2IcRWfqwHr\Hin=2इक्रव्फ्क़्व्र "\O 
2358\O ,"\O Kejriwal\Hin=केजरिवल accessible\Eng to\Eng aam\Hin=आअम् aadmi\Hin=आदमी ?\O 

--\O NO\Hin=नो 👇👇\O 
@\O ArvindKejriwal\Eng https\Eng ://\O t\Eng .\O co\Eng /\O Q8qlBVaYXY\Eng "\O 
2359\O ,"\O Delhi\Eng schools\Eng made\Eng world\Eng class\Eng ??\O 

--\O NO\Hin=नो 👇😤\O 

@\O ArvindKejriwal\Eng @\O msisodia\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O 2BoJUarE5H\Hin=2बोजुआअरे5ह "\O 
2360\O ,"\O Do\Hin=दो the\Hin=ते mohalla\Eng clinics\Eng have\Eng good\Eng doctors\Eng ?\O 

--\O NO\Hin=नो 👇😤\O 
@\O ArvindKejriwal\Eng https\Eng ://\O t\Eng .\O co\Eng /\O qTSdy9L8Bh\Eng "\O 
2361\O ,"\O Does\Hin=दोअज् kejriwal\Hin=केजरिवल walk\Eng the\Eng talk\Eng ?\O 

--\O NO\Hin=नो 👇👇\O 
@\O ArvindKejriwal\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O Edtvp7Ddyr\Eng "\O 
2362\O ,"\O Prices\Eng of\Eng electricity\Eng have\Eng gone\Eng half\Eng ?\O 

--\O NO\Hin=नो 👇😤\O 

@\O ArvindKejriwal\Eng https\Eng ://\O t\Eng .\O co\Eng /\O ji66JUiyrb\Eng "\O 
2363\O ,"\O Delhi\Eng getting\Eng clean\Eng water\Eng daily\Eng ?\O 

--\O NO\Hin=नो 👇\O 
@\O ArvindKejriwal\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O YAYRm0xIqT\Hin=यइर्म्0क्सिक़्ट "\O 
2364\O ,"\O Are\Eng women's\Eng feel\Eng secure\Eng in\Eng Delhi\Eng ?\O 

-\O NO\Hin=नो 👇\O 
@\O ArvindKejriwal\Eng https\Eng ://\O t\Eng .\O co\Eng /\O WY6DieFa6w\Eng "\O 
2365\O ,"\O Did\Hin=दीद kejriwal\Hin=केजरिवल sold\Eng Rajya\Eng Sabha\Eng tickets\Eng ?\O 

--\O YES\Hin=येस 
@\O ArvindKejriwal\Eng https\Eng ://\O t\Eng .\O co\Eng /\O H9ZYHPetMZ\Eng "\O 
2366\O ,"\O Do\Hin=दो kejriwal\Hin=केजरिवल party\Eng provide\Eng all\Eng details\Eng about\Eng donations\Eng to\Eng Aap\Hin=आअप् ?\O 

--\O No\Hin=नो 👇👇\O 
@\O ArvindKejriwal\Eng https\Eng ://\O t\Eng .\O co\Eng /\O hPS5UI7eGu\Eng "\O 
2367\O ,"\O Did\Hin=दीद kejriwal\Hin=केजरिवल almost\Eng fired\Eng honest\Eng @\O DrKumarVishwas\Eng ?\O 

YES\Eng 👇👇\O https\Eng ://\O t\Eng .\O co\Eng /\O G8InNZN4PD\Eng "\O 
2368\O ,"\O KEJRIWAL\Eng does\Eng vote\Eng bank\Eng politics\Eng 👇👇\O YES\Hin=येस 

@\O ArvindKejriwal\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 66jp9WvPVZ\Eng "\O 
2369,"आगे\O आने\O वाले\O ट्वीट्स\O में\O केजरीवाल\O जी\O के\O प्रति\O देश\O की\O जनता\O की\O राय.....\O 
डंके\O की\O चोट\O पर!!\O 

@\O ArvindKejriwal\Hin=अरविंड़केजरिवल "\O 
2370,"ये\O सही\O है,\O 
10000\O करोड़\O के\O घोटाले\O करो\O और\O भाग\O जाओ....\O 
पैसा\O तो\O हम\O जैसे\O आम\O आदमी\O के\O जेब\O से\O जायेगा\O 
#\O PNBScam\Eng "\O 
2371,"😀😀😀😀😀😀😀\O 

#\O Raajdeep\Hin=राअदीप https\Eng ://\O t\Eng .\O co\Eng /\O oZPMuQW3Sy\Eng "\O 
2372\O ,"\O Had\Hin=हद I\Hin=इ been\Eng hero\Eng of\Eng #\O Padmaavat\Hin=पद्मावत then\Hin=ठें it\Eng would\Eng have\Eng crossed\Eng 1000\O crore\Eng lifetime\Eng 😀😀😀\O 

No\Hin=नो ?"\O 
2373\O ,"#\O Padman\Eng is\Eng not\Eng doing\Eng very\Eng extraordinary\Eng business\Eng since\Eng the\Eng subject\Eng is\Eng different\Eng .\O 

Unlike\Eng #\O TEPK\Eng this\Eng will\Eng take\Eng time\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O nvGf8B4q5k\Eng "\O 
2374\O ,"\O Happy\Eng #\O ValentinesDay2018\Eng 😀😀😀😀😀\O 
Enjoy\Eng married\Eng folks\Eng https\Eng ://\O t\Eng .\O co\Eng /\O IL5G1Ar3lW\Eng "\O 
2375\O ,\O RT\Eng @\O emraanhashmi\Hin=इम्राँहश्मी :\O I\Hin=इ just\Eng had\Eng to\Eng share\Eng this\Eng ..\O This\Eng is\Eng just\Eng 😂😂😂\O ..\O https\Eng ://\O t\Eng .\O co\Hin=को /\O mlAEfH64zf\Eng 
2376\O ,"\O Good\Hin=गूद morning\Eng guys\Eng .\O 
Have\Eng a\Eng great\Eng day\Eng and\Eng have\Eng a\Eng blast\Eng today\Eng ..\O 

Koi\Hin=कोई na\Hin=ना koi\Hin=कोई chahiye\Hin=चाहिये ....\O Pyaar\Hin=प्यार karne\Hin=करने Wala\Hin=वाला ....\O 😀😀"\O 
2377\O ,"\O Oye\Hin=ओय chutiyaa\Hin=चुटिया ,\O 
See\Hin=से the\Eng first\Eng trend\Eng right\Eng now\Hin=नो 😀😀😀😀\O https\Eng ://\O t\Eng .\O co\Eng /\O 4f3i81UFV6\Eng "\O 
2378\O ,\O Latest\Eng Stats\Eng =\O 22\O Followers\Eng and\Eng 8\O Unfollowers\Eng (\O tracked\Eng by\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O ZIgtIQhsJR\Hin=ज़िग्टीक़्स्ज्र )\O 
2379\O ,"\O Shocking\Eng :-\O I\Eng asked\Eng around\Eng 8\O opinion\Eng polls\Eng for\Eng Dilli\Hin=दिल्ली ke\Hin=क Malik\Hin=मलिक @\O ArvindKejriwal\Hin=अरविंड़केजरिवल and\Eng shockingly\Eng all\Eng polls\Eng are\Eng negative\Eng ...\O 

Narayan\Eng Narayan\Eng 😌😌😌"\O 
2380\O ,"\O Second\Eng flop\Eng in\Eng a\Eng row\Eng for\Eng tv\Eng star\Eng Sushant\Eng Singh\Hin=सिंह .....\O 👍👍👍\O 

Rok\Hin=रोक Sako\Hin=सको to\Hin=तू rok\Hin=रोक lo\Hin=ल https\Eng ://\O t\Eng .\O co\Hin=को /\O UrztSrIrz9\Hin=यूर्ज़्त्सरीर्ज़्9 "\O 
2381\O ,"#\O 3YearsOfAAPGovernance\Eng 
#\O AapFailedDelhi\Eng 

क्या\O केजरीवाल\O वोट\O बैंक\O की\O राजनीति\O करते\O हैं?"\O 
2382\O ,"#\O 3YearsOfAAPGovernance\Eng 
#\O AapFailedDelhi\Eng 

क्या\O केजरीवाल\O ने\O कुमार\O विश्वास\O को\O पार्टी\O से\O लगभग\O निकाल\O ही\O दिया\O है?"\O 
2383\O ,"#\O 3YearsOfAAPGovernance\Eng 
#\O AapFailedDelhi\Eng 

क्या\O केजरीवाल\O ने\O अपने\O हर\O चंदे\O का\O हिसाब\O वेबसाइट\O पर\O डाला\O है?"\O 
2384\O ,"#\O 3YearsOfAAPGovernance\Eng 
#\O AapFailedDelhi\Eng 

क्या\O केजरीवाल\O ने\O राज्यसभा\O के\O टिकट\O बेचे\O है?"\O 
2385\O ,"#\O 3YearsOfAAPGovernance\Eng 
#\O AapFailedDelhi\Eng 

क्या\O महिलाएं\O दिल्ली\O में\O सुरक्षित\O महसूस\O करती\O है?"\O 
2386\O ,"#\O 3YearsOfAAPGovernance\Eng 
#\O AapFailedDelhi\Eng 

क्या\O साफ़\O पानी\O रोज\O मिल\O रहा\O है?"\O 
2387\O ,"#\O 3YearsOfAAPGovernance\Eng 
#\O AapFailedDelhi\Eng 

क्या\O बिजली\O के\O दाम\O सच\O में\O आधे\O हुए?"\O 
2388\O ,"#\O 3YearsOfAAPGovernance\Eng 
#\O AapFailedDelhi\Eng 

क्या\O केजरीवाल\O सिर्फ\O बोलते\O है\O करते\O कुछ\O नहीं?"\O 
2389\O ,"#\O 3YearsOfAAPGovernance\Eng 
#\O AapFailedDelhi\Eng 

क्या\O मोहल्ला\O क्लिनिक\O हर\O मोहल्ले\O में\O बने\O है\O और\O अच्छे\O डॉक्टर\O है?"\O 
2390\O ,"#\O 3YearsOfAAPGovernance\Eng 
#\O AapFailedDelhi\Eng 

Delhi\Eng schools\Eng were\Eng really\Eng made\Eng world\Eng class\Eng ?"\O 
2391\O ,"#\O AapFailedDelhi\Eng 
#\O 3YearsOfAAPGovernance\Eng 

Public\Eng opinion\Eng :-\O 
Was\Hin=वस kejriwal\Hin=केजरिवल accessible\Eng to\Eng aam\Hin=आअम् aadmi\Hin=आदमी ?"\O 
2392\O ,"\O RT\Eng @\O RedmiIndia\Hin=रैदमींडिया :\O Meet\Hin=मीत #\O RedmiNote5\Eng and\Eng #\O RedmiNotePro\Hin=रैदमीनोटप्रो -\O RT\Eng to\Eng win\Eng 1,\O we\Eng ’\O re\Eng giving\Eng away\Eng 5\O #\O GiveMe5\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O mP5nYqMZpl\Hin=म्प्5न्य्क़्म्ज्प्ल "\O 
2393\O ,"\O Seriously\Eng speaking\Eng the\Eng poster\Eng of\Eng #\O Loveratri\Eng is\Eng big\Eng time\Eng flop\Eng .\O 

The\Eng hero\Eng doesn't\Eng seem\Eng to\Eng be\Eng natural\Eng either\Eng .\O hope\Eng fil\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O oOXEmdpFBg\Hin=ऊऔरेम्ड्प्फ्ब्ग "\O 
2394,उधर\O रोज\O सैनिक\O शहीद\O हो\O रहे\O है\O उसका\O कुछ\O नहीं\O और\O एक\O लड़की\O ने\O अपने\O eyebrows\Eng क्या\O उठा\O दिए\O सारा\O हिंदुस्तान\O पागल\O हो\O गया...…\O https\Eng ://\O t\Eng .\O co\Hin=को /\O fS4SozUvOh\Hin=फ्स्4सोज़ुवह 
2395\O ,"\O Maximum\Eng sale\Eng of\Eng condoms\Eng happens\Eng on\Eng Valentine's\Eng day\Eng after\Eng new\Eng year\Eng .\O 

So\Hin=सो what\Eng can\Eng we\Eng call\Eng this\Eng day\Eng as\Eng ?\O Real\Eng love\Eng or\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O ZfwkM5bu0S\Eng "\O 
2396\O ,"\O Good\Hin=गूद morning\Eng guys\Eng .\O 

What\Eng are\Eng you\Hin=यूं up\Eng to\Eng ?\O 
Any\Eng plans\Eng for\Eng Valentine's\Eng day\Hin=दय ?\O 🖕🤔🤔"\O 
2397\O ,"#\O PriyaPrakashVarrier\Hin=प्रियाप्रकाश्वर्रियर 

If\Eng a\Eng wink\Eng can\Eng lead\Eng you\Eng to\Eng fame\Eng by\Eng media\Eng ignoring\Eng national\Eng issues\Eng then\Eng God\Eng save\Eng India\Eng ..."\O 
