,0\O 
2803\O ,\O It\Eng has\Eng begun\Hin=बेगुन .\O Apna\Hin=अप्ना Chhota\Hin=छोटा Bhaai\Hin=भाई launch\Hin=लौँच Huelaa\Hin=हुअला .\O Brand\Eng New\Eng #\O Redtro\Eng station\Eng in\Eng #\O Mumbai\Eng .\O On-air\Eng now\Eng Pritam\Hin=प्रीतम on\Eng 106.4\O https\Eng ://\O t\Eng .\O co\Eng /\O YMkH4TZmpv\Eng 
2804\O ,\O Ohmagwad\Hin=ओह्मगवाड़ u\Eng noticed\Eng :)\EMT hahaha\Hin=हहाह it\Eng was\Eng my\Eng fave\Eng part\Eng too\Hin=तोओ !\O Dekha\Hin=देखा @\O malishkakeboys\Hin=म्लिश्काकबोइ ;)\EMT Moo\Hin=मू maanga\Hin=माँगा pagaar\Hin=पगार rocks\Eng !\O #\O appraisaltime\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O 2F3BnHiAXF\Eng 
2805\O ,\O The\Eng man\Eng who\Eng gave\Eng us\Hin=उस '\O Ja\Hin=जा Simran\Hin=सिमरन Ja\Hin=जा Jee\Hin=जी Le\Hin=ल Apni\Hin=अपनी Zindagi\Hin=ज़िंदगी '\O would've\Eng been\Eng 84\O today\Eng .\O Here's\Eng to\Eng the\Eng Legend\Eng .\O what\Eng was\Eng ur\Eng fave\Eng Mr\Hin=म्र .\O #\O AmrishPuri\Hin=अमृइषपुरी part\Eng ?\O 
2806\O ,\O Thankyou\Eng Siddharth\Eng :)\EMT @\O RedFM\Eng _\O Mumbai\Eng @\O RedFMIndia\Eng @\O malishkakeboys\Eng https\Eng ://\O t\Eng .\O co\Eng /\O g90McCMRdX\Eng 
2807\O ,\O Telling\Eng u\Hin=उ various\Eng ways\Eng you\Eng can\Eng be\Eng conned\Eng in\Eng Mumbai\Eng .\O Stay\Eng alert\Eng .\O Listen\Eng to\Eng these\Eng real-life\Eng stories\Eng on\Eng air\Hin=एयर NoW\Hin=नो #\O MumbaikiThugLife\Hin=मुंबैकितुग्लाइफ @\O RedFM\Eng _\O Mumbai\Eng 
2808\O ,\O Here's\Hin=हेरे'अ @\O rjrishikapoor\Eng @\O JMANSHOUTS\Eng and\Eng I\Eng wishing\Eng u\Eng a\Eng very\Eng Happy\Eng #\O WorldMusicDay\Eng n\Eng #\O InternationalYogaDay\Hin=इंटरनेशनल्योगड़ाय Apna\Hin=अप्ना ishtyle\Hin=इश्टाइल 😎\EMT https\Eng ://\O t\Eng .\O co\Hin=को /\O T5iGY1ie9A\Eng 
2809\O ,\O Just\Eng spoke\Eng to\Eng @\O aliaa08\Eng absolutely\Eng LIVE\Eng on\Eng @\O RedFM\Eng _\O Mumbai\Eng .\O Such\Hin=सच a\Eng chiller\Eng she\Eng is\Hin=इस n\Hin=न a\Hin=आ damn\Eng fine\Eng actress\Eng to\Eng boot\Eng :)\EMT Catch\Eng the\Eng full\Eng chat\Eng 2moro\Eng morn\Eng .\O 
2810\O ,\O LIVE\Hin=लाइव n\Hin=न Karrkarreet\Hin=कर्रकर्रीत we\Hin=वी call\Eng @\O aliaa08\Eng in\Eng a\Eng bit\Hin=बीत Coz\Hin=कोज़ we\Hin=वी wanna\Hin=वाना know\Hin=क्नो how\Eng she\Eng did\Eng it\Eng all\Eng in\Hin=इन #\O UdtaPunjab\Hin=उड़तपंजाब n\Hin=न also\Eng Kya\Eng Yoga\Hin=योग Hoga\Eng ?😇\O @\O RedFM\Eng _\O Mumbai\Eng 
2811\O ,\O Some\Hin=सम '\O Rimjhim\Hin=रिमझिम Rimjhim\Hin=रिमझिम '\O some\Eng '\O Pillowtalk\Eng '\O -\O my\Eng music\Eng for\Eng tonight\Eng 😊\EMT and\Eng tomorrow\Eng morn\Eng we're\Eng kicking\Eng butt\Eng on\Eng @\O RedFM\Eng _\O Mumbai\Eng .\O Join\Hin=जाइन me\Hin=मे for\Eng Brekkie\Eng ;)\EMT 
2812\O ,\O And\Hin=एंड I\Eng always\Eng have\Eng a\Hin=आ SattakAasan\Hin=सत्टाकासन ready\Hin=रेडी for\Hin=फॉर you\Eng 😘\EMT https\Eng ://\O t\Eng .\O co\Eng /\O 7sIJCyZxJQ\Eng 
2813\O ,"\O When\Hin=वेन u\Eng realise\Eng again\Eng that\Eng Mom's\Eng a\Eng Rockstar\Eng :)\EMT @\O flow2aquamagica\Eng @\O adlabsimagica\Eng @\O pooja\Eng _\O shetty\Eng thx\Hin=त्क्स 4\O d\Eng exclusive\Eng invite\Eng 😘\EMT 
https\Eng ://\O t\Eng .\O co\Hin=को /\O sTPaCXZHry\Hin=अस्तपच्क्ज़्री "\O 
2814\O ,\O Each\Eng time\Eng we\Eng talk\Eng @\O RedFM\Eng _\O Mumbai\Eng 2moro\Eng we\Eng shall\Eng be\Eng in\Eng a\Eng yoga\Eng pose\Eng 😇\EMT You\Eng want\Eng to\Eng suggest\Eng a\Eng few\Eng ?\O I'll\Eng post\Eng pics\Eng of\Eng our\Eng fave\Eng ones\Eng @\O malishkakeboys\Eng 
2815\O ,\O As\Eng you\Eng should\Eng be\Eng :)\EMT @\O trups4jaynil\Hin=ट्रुप्स्4जायणील @\O AdlabsImagica\Eng https\Eng ://\O t\Eng .\O co\Eng /\O XcBOs3Cb0F\Eng 
2816\O ,#\O Justwatched\Eng #\O UdtaPunjab\Hin=उड़तपंजाब .\O Very\Hin=वेरी very\Eng engaging\Eng n\Eng super\Eng performances\Eng .\O Special\Eng mention\Eng @\O aliaa08\Eng 😘😘😘.\O Can't\Eng figure\Eng what\Eng the\Eng '\O censor\Eng '\O fuss\Eng was\Eng about\Eng !\O 
2817\O ,\O On\Eng air\Eng NOW\Hin=नो @\O TheVikramBhatt\Hin=थेवीक्रम्भाट्ट about\Eng his\Eng viral\Eng FB\Eng post\Eng and\Eng more\Eng on\Hin=ओं #\O UdtaPunjab\Hin=उड़तपंजाब @\O RedFM\Eng _\O Mumbai\Eng 
2818\O ,"\O Wishing\Eng @\O Neetu\Hin=नीतू _\O Chandra\Hin=चंद्र a\Hin=आ very\Eng very\Eng happy\Hin=हैप्पी birthday\Hin=बर्थ़ड्य .\O Rock\Hin=रौक it\Hin=इट Girl\Eng ,\O as\Eng I\Eng know\Hin=क्नो you\Hin=यूं will\Eng and\Eng congrats\Eng on\Eng all\Eng that's\Eng coming\Eng your\Eng way\Eng 😎😎😎"\O 
2819\O ,"\O The\Eng Snow\Eng Park\Eng @\O AdlabsImagica\Eng is\Eng like\Eng 1\O hr\Eng of\Eng being\Eng in\Eng the\Eng Tundras\Eng !\O Igloo\Eng ,\O snow\Eng sliding\Eng AND\Hin=एंड Bollywood\Hin=बोलीवुड dancing\Eng .\O Trippy\Eng !\O https\Eng ://\O t\Eng .\O co\Hin=को /\O gfHJggwRdH\Hin=ग्फ्ज्ग्गव्र्ध "\O 
2820\O ,\O RT\Eng @\O slimshetty\Eng :\O Seriously\Eng fabulous\Eng !\O https\Eng ://\O t\Eng .\O co\Eng /\O b4FMkj5nXt\Eng 
2821\O ,\O An\Eng #\O Imagica\Hin=इमजिका eeyaeeyaeeyay\Hin=ईइयियियाय kinda\Hin=किंडा day\Eng .\O I've\Eng wanted\Eng 2\O go\Eng since\Eng I\Eng heard\Eng d\Eng jingle\Eng !\O Worth\Eng every\Eng minute\Eng !\O Warm\Eng staff\Eng gr8\Eng rides\Eng .\O https\Eng ://\O t\Eng .\O co\Eng /\O BTMWpYkIcz\Eng 
2822\O ,\O Annnnytime\Eng :)\EMT https\Eng ://\O t\Eng .\O co\Hin=को /\O AqV2vYRbOf\Hin=एक़्व्2विर्बोफ़ 
2823\O ,#\O picnictime\Eng #\O weekend\Eng See\Eng it\Eng all\Eng on\Eng snapchat\Eng #\O mymalishka\Eng as\Eng the\Eng day\Eng goes\Eng by\Eng .\O https\Eng ://\O t\Eng .\O co\Eng /\O FQI5aYZD0c\Eng 
2824\O ,\O And\Hin=एंड here\Eng we\Eng are\Eng :)\EMT Where\Eng are\Eng you\Eng ?\O https\Eng ://\O t\Eng .\O co\Eng /\O xs0yFZyYfS\Eng 
2825\O ,\O Hahaha\Hin=हहाह ...\O U\Hin=उ know\Hin=क्नो something\Eng like\Eng that\Eng prevented\Eng me\Eng from\Eng answering\Eng .\O I\Eng could\Eng always\Eng say\Eng the\Eng players\Eng are\Eng cute\Eng n\Eng sound\Eng like\Eng a\Eng girlie\Eng ;)\EMT @\O HarshM\Hin=हरश्म _\O 16\O 
2826\O ,\O RT\Eng @\O Y\Eng _\O films\Eng :\O #\O SabaAzad\Hin=सबाज़ाद in\Eng conversation\Eng with\Eng @\O mymalishka\Eng on\Eng @\O RedFMIndia\Eng NOW\Eng .\O Tune\Hin=धुने in\Eng .\O https\Eng ://\O t\Eng .\O co\Hin=को /\O HlbZloUTtq\Hin=ह्ल्ब्ज्लत्त्क़ 
2827\O ,"\O Super\Eng Duper\Hin=दुपर Karan\Hin=करन :)\EMT You\Hin=यूं are\Eng the\Eng wittiest\Eng one\Eng I've\Eng had\Eng the\Eng pleasure\Eng to\Eng talk\Eng to\Eng ....\O and\Eng now\Eng this\Eng :)\EMT You\Eng Go\Hin=गो ,\O Sir\Eng 😎👍👍👍\O https\Eng ://\O t\Eng .\O co\Eng /\O 17xlOrjP0k\Eng "\O 
2828\O ,\O Now\Eng I've\Eng seen\Eng everything\Hin=एवराइथिंग !\O 😂😂😂\O #\O MeTarzanYouJane\Hin=मीटरजन्यजने https\Eng ://\O t\Eng .\O co\Eng /\O tGDypVcFVb\Eng 
2829\O ,\O Yayy\Hin=य्यी :)\EMT Also\Hin=अलसी will\Eng put\Eng up\Eng links\Eng :)\EMT @\O RedFM\Eng _\O Mumbai\Eng @\O RedFMIndia\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O pINeVa12uP\Hin=पाइनेव12ओप 
2830\O ,\O Check\Hin=चेक this\Eng out\Eng !\O https\Eng ://\O t\Eng .\O co\Eng /\O JsVWRlK9UR\Eng 
2831\O ,\O Come\Hin=कौमअ on\Eng #\O England\Eng EnglandvsWales\Eng https\Eng ://\O t\Eng .\O co\Eng /\O udFoxEbLCx\Eng 
2832\O ,\O We\Hin=वी are\Eng online\Eng now\Eng .\O Audio\Eng Boom\Eng .\O Lemme\Eng share\Eng a\Eng link\Eng :)\EMT https\Eng ://\O t\Eng .\O co\Eng /\O ox4Eudi7rs\Eng 
2833\O ,\O Dang\Eng should\Eng have\Eng taken\Eng a\Eng pic\Eng to\Eng prove\Eng your\Eng point\Eng ;)\EMT Thanks\Eng Yo\Eng :)\EMT https\Eng ://\O t\Eng .\O co\Eng /\O gnHEvljGlX\Eng 
2834\O ,"\O On\Eng air\Eng with\Eng me\Hin=मे in\Eng a\Eng few\Eng minutes\Eng @\O RajaSen\Eng about\Eng #\O UdtaPunjabLeaked\Eng ,\O censorship\Eng and\Eng Flying\Eng :)\EMT @\O RedFM\Eng _\O Mumbai\Eng "\O 
2835\O ,\O Oh\Hin=ओह Thankyou\Eng :)\EMT @\O RedFM\Eng _\O Mumbai\Eng @\O RedFMIndia\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O H7hbrwygwd\Eng 
2836\O ,\O Congrats\Eng Shahid\Eng .\O To\Eng celebrate\Eng this\Eng win\Eng we\Eng @\O RedFM\Eng _\O Mumbai\Eng r\Eng giving\Eng out\Eng tickets\Eng to\Eng #\O UdtaPunjab\Hin=उड़तपंजाब all\Hin=अऔल the\Eng way\Eng till\Eng Friday\Eng :)\EMT https\Eng ://\O t\Eng .\O co\Hin=को /\O YQ6ycrayRL\Eng 
2837\O ,\O Lotsa\Eng before\Eng n\Eng afters\Eng 2\O this\Eng '\O Pick\Eng Up'\Eng .@\O rjrishikapoor\Eng being\Eng lifted\Eng by\Eng @\O ThisIsNasar\Hin=तीसिस्नसर .\O Watch\Hin=वाच on\Eng my\Eng Snapchat\Eng #\O MyMalishka\Hin=मीनलिश्का https\Eng ://\O t\Eng .\O co\Eng /\O bYwXEK4yWy\Eng 
2838\O ,\O What\Hin=वाअत u\Hin=उ missed\Eng this\Eng morn\Eng n\Hin=न more\Hin=मोर .\O Apun\Eng website\Eng par\Eng aa\Hin=आआ Gayerele\Hin=गयरेले .\O So\Hin=सो excited\Eng .\O Switch\Eng on\Hin=ओं NOW\Hin=नो we'r\Hin=वे'र bk\Eng https\Eng ://\O t\Eng .\O co\Eng /\O P98L8C7srN\Eng https\Eng ://\O t\Eng .\O co\Eng /\O ekGR6asHih\Hin=एक्ग्र्6आशिह 
2839\O ,\O So\Eng @\O RedFM\Eng _\O Mumbai\Eng is\Eng back\Eng on\Eng air\Hin=एयर :)\EMT Tune\Hin=धुने in\Eng for\Eng your\Hin=यर fave\Eng fix\Eng .\O @\O RedFM\Eng _\O Mumbai\Eng https\Eng ://\O t\Eng .\O co\Eng /\O aCQ4HvV9Vs\Eng 
2840\O ,\O Arre\Hin=अर्रे back\Eng on\Eng air\Eng tomorrow\Hin=तोमोर्रो yaaar\Hin=याअर् :)\EMT https\Eng ://\O t\Eng .\O co\Eng /\O YCa7phQ9Vj\Eng 
2841\O ,\O And\Eng always\Eng I\Eng hope\Eng :)\EMT @\O RedFMIndia\Eng @\O RedFM\Eng _\O Mumbai\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O wbnCApCUtL\Hin=व्ब्Mकैप्कYट्ल 
2842\O ,\O Ok\Hin=अक panic\Eng not\Eng !\O All\Eng stations\Eng off\Eng till\Eng this\Eng afternoon\Eng perhaps\Eng .\O We\Hin=वी WILL\Hin=विल be\Hin=बे Back\Eng soon\Eng .\O We\Hin=वी love\Hin=लव you\Eng :)\EMT @\O RedFM\Eng _\O Mumbai\Eng 
2843\O ,\O I'm\Eng gonna\Eng ask\Eng u\Hin=उ do\Eng something\Eng I\Eng haven't\Eng ever\Eng asked\Eng if\Eng u\Eng to\Hin=तू do\Eng .\O Pls\Eng Check\Eng all\Eng radio\Eng stations\Eng to\Eng see\Eng if\Eng u\Eng can\Eng hear\Eng n\Eng get\Eng back\Eng to\Eng me\Eng ?\O #\O RadioGaGa\Hin=रेडिओगगा 
2844\O ,\O Ohmagawd\Eng she\Eng be\Eng back\Eng !\O She\Eng be\Eng hangin\Eng with\Eng our\Eng pals\Eng in\Eng The\Eng U\Eng .\O S\Hin=स and\Eng I\Eng can't\Eng wait\Eng to\Eng hear\Eng all\Eng about\Eng it\Eng esp\Eng that\Eng ONE\Hin=ओन pal\Eng ;)\EMT https\Eng ://\O t\Eng .\O co\Eng /\O f7vOnOWCQP\Hin=फ्7वनोच्क्प 
2845\O ,\O Awww\Hin=आव्व्व् Thankyou\Eng :)\EMT @\O RedFMIndia\Eng @\O RedFM\Eng _\O Mumbai\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O NFSdClTUpY\Hin=न्फ्स्ड्क्ल्टूपी 
2846\O ,\O So\Hin=सो I\Eng met\Eng Dingo\Eng today\Eng who\Eng is\Eng a\Eng cool\Eng chica\Eng .\O We\Eng bonded\Eng on\Eng loo\Hin=ल्zऊ things\Eng .\O You\Eng can\Eng meet\Eng her\Eng in\Eng the\Eng #\O LadiesRoom\Eng at\Eng @\O Y\Eng _\O films\Eng :)\EMT https\Eng ://\O t\Eng .\O co\Hin=को /\O GGEznb6Wpi\Eng 
2847\O ,\O RT\Eng @\O Y\Eng _\O films\Eng :\O 1\O half\Eng of\Eng the\Eng crazy\Eng duo\Eng of\Eng #\O LadiesRoom\Eng with\Eng @\O mymalishka\Hin=मीनलिश्का at\Eng @\O RedFMIndia\Eng #\O SabaAzad\Hin=सबाज़ाद #\O Dingo\Hin=डींगो #\O Radio\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O YN8OtqYboz\Eng 
2848,?\O Tell\Hin=टेल us\Eng ?\O @\O RedFM\Eng _\O Mumbai\Eng https\Eng ://\O t\Eng .\O co\Eng /\O mKnp2uS1hp\Eng 
2849\O ,\O What's\Eng amazing\Eng about\Eng snapchat\Eng is\Eng that\Eng I\Eng get\Eng to\Eng do\Eng anything\Eng I\Eng like\Eng n\Hin=न u\Eng still\Eng choose\Eng to\Eng watch\Eng ;)\EMT Just\Eng posted\Eng a\Eng video\Eng of\Eng my\Eng curls\Eng !\O 😘\EMT #\O mymalishka\Hin=मीनलिश्का 
2850\O ,\O Kal\Hin=का Subah\Hin=सुबह on\Eng air\Eng Babeh\Eng :)\EMT https\Eng ://\O t\Eng .\O co\Hin=को /\O LwgaXDESds\Eng 
2851\O ,\O Thankyou\Eng that's\Eng a\Eng lovely\Eng observation\Eng :)\EMT https\Eng ://\O t\Eng .\O co\Eng /\O IAY2OQhwS7\Eng 
2852\O ,"\O Man\Eng ,\O if\Eng you\Eng haven't\Eng gone\Eng to\Eng the\Eng mountains\Eng how\Eng do\Hin=दो you\Hin=यूं know\Hin=क्नो what\Eng to\Eng compare\Eng yourself\Eng with\Eng ??!\O https\Eng ://\O t\Eng .\O co\Eng /\O e1QTlnktBJ\Eng "\O 
2853\O ,"\O Punjabi\Eng Policeman\Eng jst\Eng looked\Eng at\Eng my\Eng well-worn\Eng ,\O fave\Eng torn\Eng pair\Eng of\Eng jeans\Eng and\Eng asked\Eng ,\O Maddam\Eng Aapke\Hin=आपके ye\Hin=ये jeans\Hin=जीअन्स Naye\Hin=नये hain\Hin=हैं Ki\Hin=की puraane\Hin=पुराने YE\Hin=ये bataayiye\Hin=बताइये 😂😂😂"\O 
2854\O ,\O Same\Hin=समे hair\Eng ?;)\O #\O Solang\Eng https\Eng ://\O t\Eng .\O co\Eng /\O xVBmzFhrP5\Eng 
2855\O ,\O Replenish\Eng and\Eng back\Eng soon\Eng ;)\EMT Thankyou\Eng @\O RedFM\Eng _\O Mumbai\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O jJFIEg7SNF\Eng 
2856\O ,\O Lunch\Eng in\Eng the\Eng #\O mountains\Eng #\O Himachal\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 2v0KMBwPrP\Eng 
2857\O ,\O The\Eng mountains\Eng have\Eng a\Eng life\Eng and\Eng sound\Eng that\Eng no\Eng other\Eng place\Eng has\Eng !\O So\Hin=सो glad\Eng I'm\Eng here\Eng :)\EMT #\O Himachal\Eng https\Eng ://\O t\Eng .\O co\Eng /\O gMpxPg67gP\Eng 
2858\O ,\O RT\Eng @\O RedFM\Eng _\O Mumbai\Eng :\O The\Eng cast\Eng of\Eng @\O SairatMovie\Eng is\Eng here\Eng with\Eng @\O mymalishka\Hin=मीनलिश्का #\O MalishkaLIVEwithSairat\Hin=म्लिश्कलीवेउइदसैरत https\Eng ://\O t\Eng .\O co\Eng /\O hi2al4cewL\Eng 
2859\O ,\O A\Eng dark\Eng highway\Eng .\O Crazy\Eng fog\Eng on\Eng glass\Eng .\O The\Eng boys\Eng clean\Eng wth\Eng paper\Eng n\Eng water\Eng n\Eng cloth\Eng .\O No\Eng respite\Eng !\O My\Eng Face\Eng wipes\Eng come\Eng 2\O d\Eng rescue\Eng 😊\EMT https\Eng ://\O t\Eng .\O co\Eng /\O jEZl40dLzp\Eng 
2860\O ,\O Mountain\Eng vibe\Eng #\O Himachal\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O 7tjQCx3jiW\Hin=7त्ज्क़्च्क्स्3जीव् 
2861\O ,\O Mountains\Eng Calling\Eng :)\EMT https\Eng ://\O t\Eng .\O co\Eng /\O THFb1DZLwK\Eng 
2862\O ,\O On\Eng the\Eng wings\Eng of\Eng the\Eng sky\Eng :)\EMT bye\Hin=ब्ये bye\Hin=ब्ये https\Eng ://\O t\Eng .\O co\Eng /\O bMzc76RqmO\Eng 
2863\O ,\O Thanks\Eng Scoopwhoop\Eng 😃\EMT and\Eng @\O MissMalini\Eng *\O Puts\Eng cookie\Eng down\Eng again\Eng *\O 😁\O https\Eng ://\O t\Eng .\O co\Eng /\O ZBQgJrB7Ua\Eng 
2864\O ,\O RT\Eng @\O RedFM\Eng _\O Mumbai\Eng :\O The\Eng cast\Eng of\Eng @\O SairatMovie\Eng had\Eng an\Eng amazing\Eng time\Eng with\Eng @\O mymalishka\Hin=मीनलिश्का &\O amp\Eng ;\O their\Eng fans\Hin=फZzस् .\O #\O MalishkaLIVEwithSairat\Hin=म्लिश्कलीवेउइदसैरत https\Eng ://\O t\Eng .\O co\Eng /\O ECFdElbJ\Hin=इच्फ़डेल्ब्ज …\O 
2865\O ,\O Thanks\Eng for\Eng coming\Eng all\Eng the\Eng way\Eng from\Eng Nasik\Eng !!!\O https\Eng ://\O t\Eng .\O co\Eng /\O bHeU3JPGJ9\Eng 
2866\O ,\O RT\Eng @\O MissMalini\Eng :\O RJ\Hin=र्ज @\O mymalishka\Eng talks\Eng about\Eng her\Eng weight\Eng loss\Eng journey\Eng like\Eng never\Eng before\Eng -\O https\Eng ://\O t\Eng .\O co\Eng /\O 5IWEEZtqZf\Eng 
2867\O ,\O RT\Eng @\O rjrishikapoor\Hin=र्जरीशिकपूर :\O @\O mymalishka\Hin=मीनलिश्का @\O RedFMIndia\Eng @\O RedFM\Eng _\O Mumbai\Eng @\O MissMalini\Hin=मिस्स्मालिनी and\Eng the\Eng girly\Eng girl\Eng is\Eng on\Eng ma\Eng show\Eng .\O Sairat\Hin=सैरत galore\Hin=गलूर hua\Hin=हुआ .\O Full\Hin=फुल mazaa\Hin=मज़ा .\O 
2868\O ,\O Thankyou\Eng for\Eng this\Eng .\O It\Eng motivated\Eng me\Eng to\Eng not\Eng miss\Eng Bootcamp\Eng class\Eng today\Eng !\O 😳😜\O @\O RedFMIndia\Eng @\O RedFM\Eng _\O Mumbai\Eng @\O rjrishikapoor\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O 1j4OzGSifU\Hin=1ज्4ओज्ग्सिअफू 
2869\O ,\O The\Eng repair\Eng work\Eng at\Hin=आत KALANAGAR\Hin=कलनगर FLYOVER\Hin=फ्ल्योवर is\Eng completed\Eng today\Eng morning\Eng at\Eng 6\O am\Hin=आम .\O The\Eng flyover\Eng is\Eng now\Eng open\Eng for\Eng public\Eng transport\Eng -\O DCP\Eng PRO\Eng Mumbai\Hin=मुंबई Police\Eng 
2870\O ,\O How\Eng many\Eng of\Eng you\Eng getting\Eng ready\Eng to\Eng come\Eng to\Eng @\O RedFM\Eng _\O Mumbai\Eng to\Eng meet\Hin=मीत #\O MalishkaLIVEwithSairat\Hin=म्लिश्कलीवेउइदसैरत ?\O Excitttted\Hin=एक्स्सिYट्ततेड ?:)\O Contest\Eng on-air\Eng in\Eng a\Eng bit\Eng ;)\EMT 
2871\O ,"\O RT\Eng @\O RedFM\Eng _\O Mumbai\Eng :\O With\Hin=विद such\Eng an\Eng overwhelming\Eng response\Eng ,\O we\Eng r\Eng coming\Eng up\Eng wit\Eng a\Eng bonus\Eng question\Eng .@\O SairatMovie\Eng #\O Contest\Eng @\O mymalishka\Hin=मीनलिश्का #\O MalishkaLIVEwit\Hin=म्लिश्कलीवेउइत …"\O 
2872\O ,\O RT\Eng @\O RedFM\Eng _\O Mumbai\Eng :\O Q3-Which\Eng was\Eng your\Eng favorite\Eng moment\Eng in\Eng the\Eng movie\Eng @\O SairatMovie\Eng ?\O #\O Contest\Eng @\O mymalishka\Hin=मीनलिश्का #\O MalishkaLIVEwithSairat\Hin=म्लिश्कलीवेउइदसैरत https\Eng ://\O t\Eng .\O co\Eng /\O vP\Eng …\O 
2873\O ,\O RT\Eng @\O RedFMIndia\Eng :\O Book\Eng 6th\Eng June\Eng 2016\O for\Hin=फॉर @\O mymalishka\Eng !\O Visit\Eng #\O RedFM\Eng India's\Eng FB\Eng page\Eng &\O amp\Eng ;\O catch\Eng her\Eng LIVE\Hin=लाइव with\Hin=विद the\Eng cast\Eng &\O amp\Eng ;\O crew\Eng of\Eng #\O Sairat\Eng !\O https\Eng ://…\O 
2874\O ,\O Da\Eng most\Eng amazzze\Eng cocktails\Eng made\Eng by\Eng da\Hin=दा Boss\Eng guy\Eng Manoj\Eng last\Eng eve\Eng .\O What\Eng art\Eng !\O Thx\Eng Marshneil\Eng 4\O such\Eng care\Eng :)\EMT #\O thaifoodfestival\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O R3N3DLWhHP\Eng 
2875\O ,\O RT\Eng @\O upalakbr999\Eng :\O 4-month\Eng old\Eng puppy\Eng is\Eng looking\Eng for\Eng a\Eng loving\Eng home\Eng in\Eng Delhi\Eng .\O All\Eng vaccinations\Eng done\Eng .\O Pl\Eng contact\Eng Ujjayini\Hin=उज्जायिनी Ray\Eng :\O 09810846700\O https\Eng …\O 
2876\O ,\O I'd\Eng really\Eng like\Eng to\Eng see\Eng this\Eng someday\Eng Devaki\Hin=देवकी .\O Arrange\Eng Kari\Hin=करी naak\Hin=नाअक् ne\Hin=ने ;)\EMT https\Eng ://\O t\Eng .\O co\Eng /\O yhMf6Ltb9c\Eng 
2877\O ,@\O RedFM\Eng _\O Mumbai\Eng @\O malishkakeboys\Eng https\Eng ://\O t\Eng .\O co\Eng /\O UMk1jZFDMf\Eng 
2878\O ,@\O sanguineanurag\Hin=संगाईनिअनुरग Hey\Hin=है Anurag\Hin=अनुरग give\Hin=गिव it\Eng a\Eng while\Eng and\Eng a\Eng chance\Eng :)\EMT Btw\Eng u\Eng tagged\Eng some\Eng other\Eng RJ\Eng guy\Eng ;)\EMT 
2879\O ,\O RT\Eng @\O MuhammadAli\Hin=मुहम्मदाली :\O “\O I\Eng wish\Eng people\Eng would\Eng love\Eng everybody\Eng else\Eng the\Eng way\Eng they\Eng love\Hin=लव me\Hin=मे .\O It\Eng would\Eng be\Eng a\Eng better\Eng world\Eng .”\O #\O MuhammadAli\Eng http\Eng ://\O t\Eng .\O co\Eng /\O xm8Qu\Eng …\O 
2880\O ,\O Na\Hin=ना we\Eng be\Eng sayin\Eng it\Eng on\Eng air\Eng @\O RedFM\Eng _\O Mumbai\Eng .\O But\Hin=बुत yeah\Hin=या I\Hin=इ guess\Eng you\Eng missed\Eng it\Eng .\O https\Eng ://\O t\Eng .\O co\Eng /\O 1O7UKfjavr\Eng 
2881\O ,\O Oh\Hin=ओह gosh\Hin=ग़ोश I'm\Eng so\Eng sorry\Eng if\Eng you're\Eng stuck\Eng around\Eng Bandra\Eng East\Eng .\O That\Eng darned\Eng Flyover\Eng is\Eng shut\Eng and\Eng it's\Eng chaos\Eng !\O Spread\Eng the\Eng word\Eng !\O 
2882\O ,\O How\Eng to\Eng turn\Eng a\Eng snapchat\Eng video\Eng around\Eng ?😳\O and\Eng show\Eng you\Eng the\Eng beauty\Eng of\Eng a\Eng studio\Eng I'm\Eng in\Eng for\Eng my\Eng workout\Eng ?…\O https\Eng ://\O t\Eng .\O co\Eng /\O I6ojN7kyxI\Eng 
2883\O ,"\O One\Eng set\Eng of\Eng my\Eng folks\Eng watching\Eng #\O Sairat\Hin=सैरत One\Hin=ओन set\Eng watching\Eng @\O ThithiTheFilm\Hin=तिठीथफिल्म .\O By\Hin=बी God\Eng it's\Eng a\Eng multi-lingual\Eng ,\O subtitled\Eng weekend\Eng !;)\O Yenjaai\Hin=येण्जाई ."\O 
2884\O ,\O The\Eng Mumbai\Eng Police\Hin=पुलिस PRO\Hin=प्रो just\Eng called\Eng me\Eng n\Hin=न he\Eng now\Eng speaks\Eng to\Eng @\O rjrishikapoor\Eng bout\Eng this\Eng on\Eng @\O RedFM\Eng _\O Mumbai\Eng https\Eng ://\O t\Eng .\O co\Eng /\O xtBmdR4PXV\Eng 
2885\O ,\O Excuse\Hin=एक्स्कजेअ me\Hin=मे ?\O Don't\Hin=डों'ट Eewwww\Hin=ईईव्व् on\Eng my\Hin=मी TL\Eng .\O Pls\Eng go\Eng find\Eng a\Eng mirror\Eng !\O @\O phinc21\Eng 
