,id,tweet
2580,2580\O ,\O That\Hin=शत u\Eng live\Eng so\Eng many\Eng lives\Eng in\Eng one\Eng life\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O g3AbyjiL6D\Eng 
2581,2581\O ,\O I'm\Eng more\Eng of\Eng a\Eng chole\Hin=कोले chawal\Hin=चावाल loving\Eng person\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 8KarI5l9xC\Eng 
2582,2582\O ,\O Itni\Hin=इतनी mushkil\Hin=मुश्किल se\Hin=सी toh\Hin=तोह acting\Hin=एक्तिंग hoti\Hin=होती hai\Hin=हैं Bhai\Hin=भाई !\O Aur\Hin=अर् kuch\Hin=कुछ na\Hin=ना ho\Hin=ह Payega\Hin=पायेगा #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O Yofm1oRcny\Eng 
2585,2585\O ,\O Wrong\Hin=व्रोंग handle\Eng .\O ask\Eng @\O ssrajamouli\Eng https\Eng ://\O t\Eng .\O co\Eng /\O YgUwa1toyp\Eng 
2586,2586\O ,\O Much\Eng needed\Eng break\Eng from\Eng my\Eng regular\Eng work\Eng !\O Helps\Eng me\Eng unwind\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O grjAnRy2qS\Hin=ग्र्जान्र्य्2क़्स 
2587,2587\O ,\O Acting\Eng was\Eng my\Eng backup\Eng plan\Eng .\O #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O 9i5KwbE7Ig\Eng 
2588,2588\O ,\O Tapasvini\Hin=तपस्विनी #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 5IYigr8yMi\Eng 
2589,2589\O ,\O Please\Eng don't\Eng cry\Eng ☹️#\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O JMamayoqTN\Hin=जममायूक़्ट्M 
2590,2590\O ,\O Typing\Eng is\Eng good\Eng .\O Reading\Eng is\Eng slow\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O CdILmExE2o\Hin=च्दिल्मेक्से2व 
2592,2592\O ,\O So\Hin=सो we\Eng retain\Eng our\Eng belief\Eng in\Eng good\Eng and\Eng victory\Eng of\Eng truth\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O KZUWNLHvJe\Eng 
2593,2593\O ,\O Right\Hin=राइघ्ट now\Hin=नो I'm\Eng saving\Eng for\Eng my\Eng new\Eng house\Eng 😬#\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 25x9WtpNEg\Eng 
2594,2594\O ,\O I\Eng miss\Eng doing\Hin=दोइँMग tamil\Hin=तमिल movies\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O WRg7pJ86dG\Eng 
2597,2597\O ,\O Yes\Hin=येस I\Hin=इ do\Eng #\O AskTapc\Eng btw\Eng u\Eng haven't\Eng been\Eng mailing\Eng lately\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 8b6qnVq5yN\Eng 
2599,2599\O ,\O My\Eng confidence\Eng and\Eng belief\Eng that\Eng I'm\Hin=इ'म GOOD\Hin=गूद 😎😜#\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 6VzxywBSwt\Eng 
2600,2600\O ,\O A\Eng proud\Eng Leo\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O cIZjIw7RNV\Hin=सिज़्जीव्7र्zव 
2601,2601\O ,\O Me\Hin=मे me\Hin=मे me\Eng !\O 🙏🏼😁#\O AskTapc\Eng #\O AskTapc\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O zeDWEY6fdL\Hin=जेडवेय्6फ्ड्ल 
2603,2603\O ,\O Be\Hin=बे a\Eng unicorn\Eng !\O #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O 3wpNTNcwaq\Eng 
2604,2604\O ,\O Coz\Hin=कोज़ they\Eng don't\Eng offer\Eng me\Eng good\Eng films\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O GMM3zYk6Q3\Eng 
2605,2605\O ,\O To\Hin=तू be\Eng able\Eng to\Eng travel\Eng in\Eng time\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O NeoZvKmQ5E\Eng 
2608,2608\O ,\O Being\Eng a\Eng celebrity\Eng !\O Any\Eng day\Eng !\O #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O pnbWIJelDy\Hin=न्ब्विजेल्डी 
2609,2609\O ,\O I'm\Eng terrible\Eng at\Eng dubsmash\Eng !\O Never\Eng tried\Eng it\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O DaofIOudVI\Hin=दाओफियुदवी 
2610,2610\O ,\O Hope\Hin=होप u\Eng studied\Eng everything\Eng .\O Good\Hin=गूद luck\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O dnf5ovfprT\Hin=ड्न्फ्5ओव्फ्प्र्त 
2611,2611\O ,\O That\Hin=शत I\Eng myself\Eng feel\Eng lots\Eng n\Hin=न lots\Eng of\Eng happiness\Eng when\Eng I\Eng record\Eng my\Eng scenes\Eng for\Eng u\Hin=उ all\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O su2cnpCLY8\Eng 
2612,2612\O ,\O I\Eng have\Eng thought\Eng over\Eng a\Eng minute\Eng on\Eng this\Eng n\Eng realised\Eng I\Eng have\Eng way\Eng too\Eng many\Eng fears\Eng in\Eng life\Eng 😑\EMT #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O TTqROkhEgu\Hin=त्त्क़्रोखेगू 
2613,2613\O ,\O Arre\Hin=अर्रे yaar\Hin=यार !\O With\Hin=विद the\Eng way\Eng Bollywood\Eng and\Eng my\Eng south\Eng industries\Eng are\Eng complaining\Eng it\Eng feels\Eng like\Eng I'm\Eng sitting\Eng jobless\Eng !\O But\Eng y\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O DZnjqXIwm0\Eng 
2614,2614\O ,"\O It\Eng has\Eng helped\Eng me\Eng gain\Eng oodles\Eng of\Eng confidence\Eng ,\O personally\Eng and\Eng professionally\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O Jwng3PHxlm\Hin=ज्व्Mग्3अफ्क्स्ल्म \O "
2615,2615\O ,\O Revolution\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O sFtB6EhfvI\Hin=स्फ्त्ब्6इह्फ्वी 
2617,2617\O ,\O My\Hin=मी base\Eng ❤️️\O #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O ZVXaYj4ntx\Eng 
2618,2618\O ,\O I\Eng get\Eng cold\Eng feet\Eng thinking\Eng about\Eng it\Eng .\O I\Eng have\Eng gotten\Eng myself\Eng into\Eng deep\Eng trouble\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O jmwvqUWmDQ\Hin=ज्मव्व्क़ुव्म्द्क़ 
2619,2619\O ,\O One\Eng !!!\O I\Eng have\Eng a\Eng looooooong\Hin=लुउउउउओँग list\Eng !\O #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O Gp17XCtEYv\Eng 
2621,2621\O ,\O Yes\Hin=येस !\O And\Hin=एंड I\Eng did\Eng offer\Eng him\Eng to\Eng have\Eng lunch\Eng as\Eng well\Eng #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O oi2ip6nY5a\Eng 
2622,2622\O ,\O You\Hin=यूं all\Eng ❤️️\O #\O AskTapc\Eng https\Eng ://\O t\Eng .\O co\Eng /\O um0fK06rG7\Eng 
2626,2626\O ,\O I\Eng craved\Eng to\Eng experience\Eng that\Eng atleast\Eng once\Eng !\O Studied\Eng in\Eng delhi\Eng itself\Eng so\Eng never\Eng tried\Eng mess\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O 4rraQZwC7k\Hin=4र्र्क़्ज़्व्च्7क 
2629,2629\O ,\O See\Hin=से u\Hin=उ all\Eng here\Eng in\Eng an\Eng hour\Eng !\O #\O AskTapc\Eng 9pm\Eng to\Eng 10pm\Eng 
2631,2631\O ,"\O Target\Eng the\Eng hottest\Eng one\Eng 🎯\O 
#\O SmartLife\Eng November\Eng issue\Eng .\O https\Eng ://\O t\Eng .\O co\Hin=को /\O FPacJq3zmf\Hin=फ्पच्ज्क़्3ज़्म्फ़ \O "
2634,2634\O ,@\O bhawanasomaaya\Hin=भवनसोमाआया hahaha\Hin=हहाह .\O Yessss\Eng .\O It's\Hin=इत्'अ Taapsee\Eng Origins\Eng !\O Coming\Eng up\Eng soon\Eng 😁\O 
2635,2635\O ,"\O All\Eng hail\Eng #\O GirlPower\Eng on\Eng the\Eng sets\Eng of\Eng #\O NaamShabana\Hin=नाअमशबाना Anushka\Eng from\Eng Direction\Eng ,\O Pooja\Eng from\Eng Production\Eng and\Eng Payal\Eng from\Eng Costu\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O AQJbarjR1g\Eng \O "
2637,2637\O ,\O Back\Eng to\Eng my\Eng books\Eng !\O How\Eng I\Hin=इ miss\Eng studying\Eng ☹️#\O NaamShabana\Eng https\Eng ://\O t\Eng .\O co\Eng /\O N8DR9rRLaC\Eng 
2638,2638\O ,@\O akshaykumar\Hin=अक्षाय्कुमार happy\Hin=हैप्पी tandas\Eng time\Hin=टाइम sir\Hin=सिअर !\O 👌🏼👍🏼\O 🚽\O 
2639,2639\O ,@\O santosh0114\Eng I\Eng miss\Eng doing\Eng Telugu\Eng films\Eng too\Eng :(\EMT please\Hin=प्लीअज् get\Eng some\Eng good\Eng roles\Eng for\Eng me\Hin=मे 
2641,2641\O ,\O A\Eng shot\Eng that\Eng explains\Eng state\Eng of\Eng my\Eng mind\Eng #\O imflyinghigh\Eng captured\Eng perfectly\Eng by\Eng @\O DabbooRatnani\Hin=दब्बुरतनानी for\Eng #\O smartlife\Eng November\Eng is\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O RxXWn7bG7b\Eng 
2642,2642\O ,@\O ramkamal\Hin=रामकमल thankq\Hin=थन्क्क़ Ram\Eng 🙏🏼\O 
2643,2643\O ,\O Neither\Eng was\Eng makhna\Hin=मखना stuck\Eng as\Eng I\Eng start\Eng shooting\Eng for\Eng the\Eng next\Eng schedule\Eng next\Eng month\Eng nor\Eng I\Eng got\Hin=गोट Naam\Hin=नाअम् Shabana\Hin=शबाना post\Eng Pink\Eng .\O Tha\Hin=ता …\O https\Eng ://\O t\Eng .\O co\Eng /\O mCJeu0U91Q\Eng 
2644,2644\O ,@\O Pvsindhu1\Eng so\Eng cute\Hin=कट्य ya\Hin=या !\O I\Hin=इ have\Eng become\Eng all\Eng fancy\Eng !\O 😍\EMT 
2645,2645\O ,@\O Imangadbedi\Eng @\O TheFilmPink\Eng @\O ShoojitSircar\Eng hahahah\Hin=हहहाह hahahaha\Hin=हहहाह !\O Angaddddddddddd\Hin=अंगद्द्द्द्द्द्द्द्द्द !\O Miss\Hin=मिस you\Hin=यूं n\Hin=न your\Eng sense\Eng of\Eng humour\Eng 😂😂😂😂\O 
2646,2646\O ,\O One\Eng of\Eng my\Eng favourite\Hin=फवरिते too\Hin=तोओ !\O Coz\Hin=कोज़ that\Eng was\Eng probably\Eng the\Eng only\Eng time\Eng we\Eng laughed\Eng in\Eng the\Eng movie\Eng 😁\O https\Eng ://\O t\Eng .\O co\Hin=को /\O SFfFDixqGG\Hin=स्फ्फ्दिक्स्क़्ग्ग 
2647,2647\O ,\O Tell\Eng tell\Eng ....\O https\Eng ://\O t\Eng .\O co\Hin=को /\O BChOzvAiZa\Hin=ब्चोज़्विजा 
2648,2648\O ,@\O crhemanth\Hin=क्रेमंठ yes\Eng !\O Maybe\Eng this\Eng time\Eng I\Eng can\Eng be\Eng the\Eng bait\Eng n\Hin=न the\Eng saviour\Eng both\Eng !\O 
2649,2649\O ,@\O crhemanth\Hin=क्रेमंठ hahahahaha\Hin=हहहहाह .\O I\Eng wish\Eng !\O 
2650,2650\O ,@\O jackkybhagnani\Hin=जैक्कीभगनानी @\O honeybhagnani\Hin=हनीईभगनानी @\O Saqibsaleem\Hin=साक़िब्सलीम finally\Eng !\O Phew\Eng 😥\EMT 
2651,2651\O ,@\O honeybhagnani\Hin=हनीईभगनानी @\O jackkybhagnani\Hin=जैक्कीभगनानी @\O Saqibsaleem\Eng what\Eng madness\Eng !!!!\O 😂😂😂\O 
2653,2653\O ,\O This\Eng is\Eng what\Eng a\Eng serious\Eng film\Eng makes\Eng u\Hin=उ look\Eng like\Eng '\O off\Eng screen\Eng '\O https\Eng ://\O t\Eng .\O co\Eng /\O 8i6ISFMcs3\Eng 
2654,2654\O ,@\O sujoy\Eng _\O g\Hin=ग woh\Hin=वह toh\Hin=तोह hai\Hin=हैं .\O Very\Hin=वेरी very\Eng few\Eng .\O Thanks\Eng to\Eng people\Eng like\Eng u\Hin=उ !\O 
2656,2656\O ,@\O sujoy\Eng _\O g\Eng but\Eng my\Eng job\Eng is\Eng not\Eng small\Eng !\O I\Eng have\Eng to\Eng deal\Eng with\Eng u\Hin=उ 🙈\O 
2657,2657\O ,@\O sujoy\Eng _\O g\Eng as\Eng of\Eng now\Eng u\Hin=उ r\Hin=र just\Eng stamping\Eng on\Eng them\Eng .\O 
2658,2658\O ,@\O sujoy\Eng _\O g\Hin=ग sorry\Eng I\Hin=इ forgot\Eng to\Eng mention\Eng that\Eng this\Eng is\Eng for\Eng everyone\Eng but\Eng lazy\Eng no\Eng good\Eng people\Eng like\Eng u\Hin=उ !\O 
2661,2661\O ,\O Loud\Eng and\Eng Clear\Eng !\O https\Eng ://\O t\Eng .\O co\Hin=को /\O COPta5i2Uh\Hin=कौप्ट5इ2उह 
2662,2662\O ,\O And\Hin=एंड we\Eng have\Eng guests\Eng over\Eng as\Eng we\Eng create\Eng magic\Eng on\Eng set\Eng today\Eng .\O @\O yasminkidwai\Eng in\Eng house\Eng to\Eng capture\Eng some\Eng moments\Eng for\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O u12m5lAJ55\Eng 
2663,2663\O ,@\O darshanshetty\Hin=दर्शन्शेट्टी _\O love\Eng messages\Eng don't\Eng need\Eng a\Eng retort\Eng .\O They\Eng need\Eng to\Eng stay\Eng ❤️️\O 
2664,2664\O ,"\O Get\Hin=गेट ....\O Set\Eng ....\O Go\Hin=गो !!!!!!\O 
Festivities\Eng over\Eng now\Eng back\Eng to\Eng business\Eng !\O #\O workisfun\Eng #\O shootlife\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O ROOIlZbWcK\Hin=रौइल्ज्ब्व्क \O "
2666,2666\O ,\O How\Eng cool\Hin=कूल !\O But\Eng yours\Eng looks\Eng better\Eng 😑\EMT https\Eng ://\O t\Eng .\O co\Eng /\O pUKzVoB8VL\Eng 
2668,2668\O ,\O What\Eng are\Hin=अरे u\Hin=उ on\Eng ???\O #\O jobless\Eng #\O aimless\Eng #\O senseless\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 6vDjI9owbQ\Eng 
2669,2669\O ,"\O So\Hin=सो much\Eng for\Eng a\Eng happy\Hin=हैप्पी Diwali\Hin=दिवाली ,\O my\Eng eyes\Eng can't\Eng stop\Eng watering\Eng since\Eng morning\Eng coz\Eng of\Eng all\Eng the\Eng pollution\Eng around\Eng .\O Is\Hin=इस this\Eng what\Hin=वाअत Diwali\Hin=दिवाली is\Eng really\Eng about\Eng ?\O "
2670,2670\O ,"\O And\Eng some\Eng really\Eng beautiful\Eng baubles\Eng by\Eng Tarun\Eng Tahiliani\Eng 
@\O DevsB\Hin=देव्स्ब @\O nickyjaan\Eng https\Eng ://\O t\Eng .\O co\Eng /\O P2eDiFemp1\Eng \O "
2671,2671\O ,\O Priyal\Hin=प्रियल Prakash\Hin=प्रकाश to\Eng conclude\Eng the\Eng Diwali\Hin=दिवाली bash\Hin=बाश tonight\Eng !\O @\O DevsB\Hin=देव्स्ब @\O nickyjaan\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 7BANKhE5ff\Eng 
2672,2672\O ,\O Yeh\Hin=यह toh\Hin=तोह Diwali\Hin=दिवाली pe\Hin=पी Chakk\Hin=चक्क De\Hin=दे India\Hin=इंडिया ho\Hin=ह Gaya\Hin=गया hai\Hin=हैं !!!!\O Congratulations\Eng to\Eng our\Eng Hockey\Eng team\Eng !\O Champions\Eng !!!!\O 
2673,2673\O ,"\O Why\Eng is\Eng it\Eng that\Eng every\Hin=एवेरी Diwali\Hin=दिवाली ,\O atleast\Hin=एट्लीस्ट one\Eng soldier\Eng loses\Eng his\Eng life\Eng on\Eng border\Eng !?\O Can't\Eng imagine\Eng how\Eng scarred\Eng Diwali\Eng will\Eng be\Eng for\Eng the\Eng family\Eng #\O sad\Eng \O "
2674,2674\O ,@\O kumartaurani\Eng thankq\Eng sir\Eng .\O Happy\Hin=हैप्पी Diwali\Hin=दिवाली to\Eng you\Hin=यूं n\Hin=न your\Eng family\Eng !\O 
2675,2675\O ,"\O Love\Eng ,\O light\Eng ,\O happiness\Eng !\O And\Eng yes\Hin=येस a\Eng better\Eng Rangoli\Eng this\Eng year\Eng definitely\Eng means\Eng a\Eng better\Eng year\Eng ahead\Eng 😁🏡\O https\Eng ://\O t\Eng .\O co\Hin=को /\O mKXxMJaGBY\Hin=म्क्क्स्क्ष्मझग्बे \O "
2676,2676\O ,@\O honeybhagnani\Hin=हनीईभगनानी happy\Hin=हैप्पी birthday\Hin=बर्थ़ड्य to\Eng the\Eng happy\Eng producer\Eng !\O Wish\Eng u\Hin=उ more\Hin=मोर n\Eng more\Eng happiness\Eng always\Eng ❤️️\O 
2678,2678\O ,@\O NaturesBasket\Eng thanks\Eng to\Eng u\Hin=उ mornings\Eng are\Eng no\Eng more\Eng good\Eng n\Eng calm\Eng .\O If\Hin=इफ़ u\Eng can't\Eng deliver\Eng orders\Eng on\Eng time\Eng then\Eng y\Eng keep\Eng slots\Eng ?\O Highly\Eng unprofessional\Eng 
2679,2679\O ,"#\O Sandesh2Soldiers\Hin=संदेश्2असौल्दियर 
Send\Eng yours\Eng through\Eng https\Eng ://\O t\Eng .\O co\Eng /\O bW8tGan9Ms\Eng 
Yeh\Hin=यह Diwali\Hin=दिवाली ,\O un\Hin=उन jawaano\Hin=जवानो ke\Hin=क naam\Hin=नाअम् .\O https\Eng ://\O t\Eng .\O co\Hin=को /\O GiUW2TbsDE\Hin=गीउव्2ट्Yब्स्द़े \O "
2681,2681\O ,@\O vijaykesav\Hin=विजयकेसव thankq\Hin=थन्क्क़ for\Eng the\Eng appreciation\Eng sir\Eng 🙏🏼\O 
2682,2682\O ,"\O With\Eng a\Eng background\Eng score\Eng of\Eng ""\O ghar\Hin=घड़ी aaja\Hin=आया pardesi\Hin=परदेसी tera\Hin=तेरा desh\Hin=देश bulaye\Hin=बुलाए re\Hin=री ""\O my\Hin=मी rockstar\Eng of\Eng a\Eng team\Eng n\Eng yours\Eng truly\Eng head\Eng back\Eng ho\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O mfst3jdWjc\Eng \O "
2684,2684\O ,"@\O abhilashthapli\Hin=अभिलाश्थापली I\Hin=इ told\Eng u\Hin=उ ,\O u\Hin=उ all\Eng should've\Eng joined\Eng laundiya\Eng gang\Hin=गंग \O "
2686,2686\O ,@\O abhilashthapli\Hin=अभिलाश्थापली sorry\Hin=शरी wrong\Eng number\Eng .\O Contact\Eng @\O Saqibsaleem\Eng 
2687,2687\O ,"\O Target\Eng set\Eng ,\O aim\Eng ,\O shoot\Eng 🎯\O #\O shootlife\Eng #\O funatwork\Eng #\O waitfortheoutput\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O LL4uRjBIBN\Hin=ल्ल्4ऊर्ज्बीब्न \O "
2688,2688\O ,\O So\Eng proud\Eng of\Eng u\Hin=उ Janani\Hin=जननी !\O Special\Eng hugs\Eng to\Eng @\O meenakshmission\Eng for\Eng making\Eng her\Eng sing\Eng &\O amp\Eng ;\O smile\Eng again\Eng #\O AramSeiydhuPazhagu\Eng -\O https\Eng ://\O t\Eng .\O co\Eng /\O cv5RvZs0vE\Eng 
2689,2689\O ,@\O sujoy\Eng _\O g\Eng @\O writish\Eng Ritesh\Eng se\Hin=सी ya\Hin=या pandey\Hin=पांडे ji\Hin=जी se\Hin=सी ?\O 
2690,2690\O ,@\O sujoy\Eng _\O g\Eng @\O writish\Eng n\Eng Ritesh\Hin=रीतेश has\Eng told\Eng me\Eng those\Eng 68\O percent\Eng was\Eng coz\Eng someone\Eng worse\Eng than\Eng u\Eng checked\Eng the\Eng paper\Eng 
2691,2691\O ,@\O sujoy\Eng _\O g\Eng disturb\Eng maara\Hin=मारा nahi\Hin=नाही ....\O disturb\Hin=डिस्टर्ब kiya\Hin=किया !\O I\Hin=इ don't\Eng know\Hin=क्नो how\Hin=हो some\Eng people\Eng make\Eng Hindi\Eng films\Eng 🙈\O @\O writish\Eng I\Eng bow\Eng down\Eng to\Eng u\Hin=उ *\O kamar\Eng cracks\Eng *\O 
2692,2692\O ,@\O sujoy\Eng _\O g\Hin=ग hahahaha\Hin=हहहाह .\O U\Eng started\Eng thankq\Eng tweets\Eng late\Eng this\Eng time\Eng 
2693,2693\O ,\O Wow\Hin=वो !\O We\Hin=वी have\Eng a\Eng looooooong\Eng battle\Eng to\Eng fight\Eng :)\EMT https\Eng ://\O t\Eng .\O co\Eng /\O G8DNqpsOA8\Eng 
2694,2694\O ,@\O gosamm\Hin=गोसम @\O sujoy\Hin=सुजॉय _\O g\Eng u\Eng also\Eng got\Eng fooled\Eng !\O He\Eng is\Eng 12\O 
2696,2696\O ,@\O sujoy\Eng _\O g\Hin=ग what\Eng are\Eng these\Eng rags\Eng u\Hin=उ r\Eng wearing\Eng !\O 
2697,2697\O ,@\O bhawanasomaaya\Hin=भवनसोमाआया ya\Hin=या n\Hin=न they\Eng finally\Eng travelled\Eng !\O Btw\Eng thank\Eng god\Eng was\Eng for\Eng them\Eng to\Eng decide\Eng to\Eng marry\Eng so\Eng finally\Eng I\Eng could\Eng exist\Eng !\O 😜\EMT 
2698,2698\O ,"\O Thank\Eng god\Eng it\Eng happened\Eng !\O 
#\O HappyAnniversaryMomandDad\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O UwgMKSx2AB\Eng \O "
2700,2700\O ,\O Not\Hin=नोट bad\Hin=बद mere\Hin=मेर dost\Hin=दोस्त :)\EMT @\O sujoy\Hin=सुजॉय _\O g\Eng https\Eng ://\O t\Eng .\O co\Eng /\O hxjRsJL8MN\Eng 
2701,2701\O ,\O Happiness\Eng is\Eng when\Eng u\Hin=उ have\Eng bought\Eng Diwali\Eng gifts\Eng for\Eng your\Eng family\Eng and\Eng you\Eng know\Eng they\Eng will\Eng love\Eng it\Eng !\O Can't\Eng wait\Eng to\Eng go\Eng back\Eng home\Eng now\Eng !\O 😁\O 
2702,2702\O ,\O The\Eng reason\Eng y\Eng many\Eng of\Eng us\Eng were\Eng not\Eng allowed\Eng to\Eng play\Eng outside\Eng our\Eng house\Eng for\Eng long\Eng .\O What\Eng was\Eng possibly\Eng the\Eng girl's\Eng fault\Eng ?\O https\Eng ://\O t\Eng .\O co\Hin=को /\O oaYnKBlxhM\Hin=ओअय्zक्श्ल्क्स्म 
2703,2703\O ,@\O ronnielahiri\Eng @\O ShoojitSircar\Eng eternal\Eng DIVINE\Hin=दैविय !\O 
2704,2704\O ,@\O shilpareddy217\Eng hahahaha\Hin=हहहाह .\O Thankq\Eng hotness\Eng 🙏🏼\O 
2706,2706\O ,@\O sujoy\Eng _\O g\Hin=ग I\Hin=इ make\Eng my\Eng film\Eng there\Eng 😎\EMT 
2709,2709\O ,@\O 1eewhittaker\Eng hahahaha\Hin=हहहाह .\O Soon\Hin=सूं 
2710,2710\O ,@\O irocksid\Hin=इरोYक्सिड़ is\Hin=इस it\Eng with\Eng subtitles\Eng ?\O 
2712,2712\O ,@\O Imangadbedi\Eng soch\Hin=सोच rahi\Hin=रही hu\Hin=हू aaj\Hin=आअय् pink\Hin=पिंक punching\Eng gloves\Eng daal\Hin=डाल lu\Hin=लू !\O 
2713,2713\O ,"\O Turn\Eng #\O Pink\Eng on\Eng 23rd\Eng October\Eng 9\O PM\Eng with\Eng Star\Eng Plus\Eng .\O 
https\Eng ://\O t\Eng .\O co\Hin=को /\O 6SzJjnXxhx\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O LWkR3GhFgp\Hin=लव्क्र्3घ्फ्ग्प \O "
2715,2715\O ,"@\O sadanpande\Hin=सादन्पांडे the\Hin=ते love\Hin=लव I've\Hin=इ'वी got\Eng from\Eng ppl\Eng ,\O straight\Eng from\Eng their\Eng heart\Eng ,\O is\Eng bigger\Eng and\Eng more\Eng lasting\Eng than\Eng the\Eng shine\Eng of\Eng any\Eng award\Eng today\Eng :)\O "
2716,2716\O ,\O RT\Eng @\O StarGoldIndia\Hin=स्तार्गोल्दिंदिया :\O A\Eng girl\Eng should\Eng definitely\Eng not\Eng be\Eng judged\Eng if\Eng she\Eng drinks\Eng or\Eng smokes\Eng !\O RT\Eng if\Eng you\Eng agree\Eng #\O ITurnPINKWithStarGold\Eng @\O ShoojitSircar\Eng ht\Eng …\O 
2718,2718\O ,"\O RT\Eng @\O StarGoldIndia\Hin=स्तार्गोल्दिंदिया :\O Let's\Eng come\Eng together\Eng for\Hin=फॉर PINK\Hin=पिंक with\Eng @\O StarGoldIndia\Eng ,\O at\Eng 1PM\Eng today\Eng ,\O because\Eng PINK\Hin=पिंक is\Eng not\Eng just\Eng a\Eng colour\Eng !\O #\O StarGoldTurnsPink\Eng @\O S\Eng …\O "
2719,2719\O ,\O Few\Eng more\Eng minutes\Eng to\Eng go\Eng .\O Get\Hin=गेट your\Eng television\Eng sets\Eng ready\Eng and\Eng witness\Eng one\Eng of\Eng the\Eng best\Eng court\Eng room\Eng dramas\Eng in\Eng the\Eng history\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O JwOGCOPZGx\Eng 
2720,2720\O ,\O Let's\Eng start\Eng the\Eng kicking\Eng and\Eng punching\Eng for\Eng the\Eng day\Eng !\O https\Eng ://\O t\Eng .\O co\Hin=को /\O tOcL57uorL\Hin=टोक्ल्57ओर्ल 
2721,2721\O ,\O RT\Eng @\O StarGoldIndia\Hin=स्तार्गोल्दिंदिया :\O Bombay\Eng Art\Eng Society\Eng goes\Eng PINK\Hin=पिंक !\O The\Eng trend\Eng is\Eng catching\Eng on\Eng ...\O #\O StarGoldTurnsMumbaiPink\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O WAGCOOcFAs\Eng 
2722,2722\O ,"\O Life\Hin=लाइफ is\Eng a\Eng lot\Eng About\Eng taking\Eng a\Eng leap\Eng of\Eng faith\Eng ,\O jump\Eng of\Eng trust\Eng and\Eng walking\Eng on\Eng the\Eng edge\Eng .\O No\Eng pain\Eng no\Eng gain\Eng !\O Live\Eng it\Eng up\Eng peop\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O KkMfP8u4b7\Eng \O "
